"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
51 -3.40000e+01
199 -3.30000e+01
315 -3.20000e+01
824 -3.10000e+01
960 -3.00000e+01
1001 -2.90000e+01
1747 -2.80000e+01
1761 -2.70000e+01
2102 -2.60000e+01
2541 -2.50000e+01
3767 -2.40000e+01
3798 -2.30000e+01
4545 -2.10000e+01
4616 -2.00000e+01
4666 -1.90000e+01
6396 -1.80000e+01
6513 -1.70000e+01
7141 -1.60000e+01
8135 -1.50000e+01
9325 -1.40000e+01
9779 -1.30000e+01
9951 -1.30000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
65 -3.40000e+01
109 -3.30000e+01
216 -3.20000e+01
611 -3.10000e+01
650 -3.00000e+01
1296 -2.90000e+01
1807 -2.80000e+01
2319 -2.70000e+01
3490 -2.60000e+01
4032 -2.50000e+01
4174 -2.40000e+01
4629 -2.30000e+01
4679 -2.20000e+01
5331 -2.10000e+01
5526 -2.00000e+01
6188 -1.90000e+01
6742 -1.80000e+01
7390 -1.70000e+01
7869 -1.60000e+01
8437 -1.50000e+01
8605 -1.40000e+01
9951 -1.40000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
6 -3.40000e+01
146 -3.30000e+01
431 -3.20000e+01
640 -3.10000e+01
746 -3.00000e+01
1644 -2.90000e+01
1774 -2.80000e+01
2456 -2.70000e+01
3037 -2.60000e+01
3158 -2.50000e+01
3524 -2.40000e+01
3818 -2.30000e+01
4127 -2.20000e+01
4231 -2.10000e+01
4752 -2.00000e+01
5816 -1.90000e+01
6728 -1.70000e+01
6966 -1.60000e+01
7558 -1.50000e+01
7566 -1.40000e+01
8250 -1.30000e+01
9185 -1.10000e+01
9951 -1.10000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
46 -3.40000e+01
92 -3.30000e+01
230 -3.20000e+01
439 -3.00000e+01
1122 -2.90000e+01
1338 -2.80000e+01
1343 -2.70000e+01
2063 -2.60000e+01
2267 -2.50000e+01
2496 -2.40000e+01
2787 -2.30000e+01
2879 -2.20000e+01
3182 -2.00000e+01
3353 -1.90000e+01
3370 -1.80000e+01
6068 -1.70000e+01
6307 -1.60000e+01
6483 -1.50000e+01
6533 -1.40000e+01
7275 -1.30000e+01
7572 -1.20000e+01
8296 -1.10000e+01
9951 -1.10000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
84 -3.40000e+01
223 -3.30000e+01
484 -3.20000e+01
734 -3.10000e+01
827 -3.00000e+01
1233 -2.90000e+01
2057 -2.80000e+01
2126 -2.70000e+01
2832 -2.60000e+01
3303 -2.50000e+01
3331 -2.40000e+01
4682 -2.30000e+01
5150 -2.20000e+01
5342 -2.10000e+01
6042 -2.00000e+01
6447 -1.90000e+01
6787 -1.80000e+01
7055 -1.70000e+01
7790 -1.60000e+01
9268 -1.50000e+01
9672 -1.40000e+01
9951 -1.40000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
16 -3.40000e+01
56 -3.30000e+01
114 -3.20000e+01
212 -3.10000e+01
500 -3.00000e+01
523 -2.90000e+01
825 -2.80000e+01
853 -2.70000e+01
1692 -2.60000e+01
1789 -2.50000e+01
1950 -2.40000e+01
2251 -2.30000e+01
3318 -2.20000e+01
3359 -2.10000e+01
3827 -1.90000e+01
3995 -1.80000e+01
4950 -1.70000e+01
6870 -1.60000e+01
7185 -1.50000e+01
7299 -1.40000e+01
7797 -1.30000e+01
8461 -1.20000e+01
9951 -1.20000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
51 -3.40000e+01
73 -3.30000e+01
159 -3.20000e+01
180 -3.10000e+01
285 -3.00000e+01
1010 -2.90000e+01
1462 -2.70000e+01
2273 -2.50000e+01
2502 -2.40000e+01
2782 -2.30000e+01
3296 -2.20000e+01
4215 -2.10000e+01
4339 -2.00000e+01
4827 -1.90000e+01
5543 -1.80000e+01
6919 -1.70000e+01
7122 -1.60000e+01
7169 -1.50000e+01
7184 -1.30000e+01
7551 -1.20000e+01
8538 -1.10000e+01
9070 -1.00000e+01
9951 -1.00000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
11 -3.40000e+01
173 -3.30000e+01
204 -3.20000e+01
554 -3.10000e+01
984 -3.00000e+01
1251 -2.90000e+01
1363 -2.80000e+01
1514 -2.70000e+01
1635 -2.60000e+01
2649 -2.50000e+01
2846 -2.40000e+01
3102 -2.30000e+01
3233 -2.20000e+01
3315 -2.10000e+01
3485 -2.00000e+01
3601 -1.90000e+01
4595 -1.80000e+01
5070 -1.70000e+01
5384 -1.60000e+01
5646 -1.50000e+01
5685 -1.40000e+01
6370 -1.30000e+01
6558 -1.20000e+01
6588 -1.10000e+01
7498 -1.00000e+01
7759 -9.00000e+00
9504 -8.00000e+00
9689 -7.00000e+00
9716 -6.00000e+00
9951 -6.00000e+00
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
17 -3.40000e+01
110 -3.30000e+01
373 -3.20000e+01
574 -3.10000e+01
1035 -3.00000e+01
1220 -2.90000e+01
1271 -2.80000e+01
1657 -2.70000e+01
1993 -2.60000e+01
2319 -2.50000e+01
2612 -2.40000e+01
2830 -2.30000e+01
3034 -2.20000e+01
3183 -2.10000e+01
3370 -2.00000e+01
4389 -1.90000e+01
4938 -1.80000e+01
5145 -1.70000e+01
5765 -1.60000e+01
5871 -1.50000e+01
6463 -1.40000e+01
6955 -1.30000e+01
8591 -1.20000e+01
9951 -1.20000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
41 -3.40000e+01
178 -3.30000e+01
200 -3.20000e+01
636 -3.10000e+01
689 -2.90000e+01
1475 -2.70000e+01
1657 -2.60000e+01
2355 -2.50000e+01
2732 -2.40000e+01
2802 -2.30000e+01
3362 -2.20000e+01
3573 -2.10000e+01
3794 -2.00000e+01
5096 -1.90000e+01
6147 -1.80000e+01
7340 -1.70000e+01
8020 -1.60000e+01
9156 -1.50000e+01
9705 -1.30000e+01
9951 -1.30000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
2 -3.40000e+01
157 -3.30000e+01
262 -3.20000e+01
349 -3.10000e+01
815 -3.00000e+01
1144 -2.90000e+01
1355 -2.80000e+01
1777 -2.70000e+01
2691 -2.60000e+01
2743 -2.50000e+01
2782 -2.40000e+01
2905 -2.30000e+01
3497 -2.20000e+01
3505 -2.10000e+01
3978 -2.00000e+01
5106 -1.90000e+01
5686 -1.80000e+01
5779 -1.70000e+01
6968 -1.60000e+01
7855 -1.50000e+01
8791 -1.40000e+01
8967 -1.30000e+01
9269 -1.10000e+01
9910 -1.00000e+01
9951 -1.00000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
3 -3.40000e+01
7 -3.30000e+01
267 -3.20000e+01
701 -3.10000e+01
1073 -3.00000e+01
1123 -2.90000e+01
1229 -2.80000e+01
1883 -2.70000e+01
2405 -2.60000e+01
2932 -2.50000e+01
3185 -2.40000e+01
3948 -2.30000e+01
4034 -2.20000e+01
4059 -2.10000e+01
5022 -2.00000e+01
6093 -1.80000e+01
6432 -1.70000e+01
6736 -1.60000e+01
7206 -1.50000e+01
7554 -1.40000e+01
7869 -1.30000e+01
8231 -1.20000e+01
9208 -1.10000e+01
9951 -1.10000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
5 -3.40000e+01
117 -3.30000e+01
312 -3.20000e+01
524 -3.10000e+01
694 -3.00000e+01
821 -2.90000e+01
904 -2.80000e+01
1179 -2.70000e+01
1389 -2.60000e+01
1672 -2.50000e+01
1847 -2.40000e+01
1913 -2.30000e+01
2708 -2.20000e+01
3128 -2.10000e+01
3205 -2.00000e+01
3646 -1.90000e+01
3940 -1.80000e+01
4945 -1.70000e+01
5171 -1.60000e+01
5498 -1.50000e+01
5939 -1.40000e+01
6225 -1.30000e+01
7012 -1.20000e+01
8580 -1.10000e+01
9951 -1.10000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
19 -3.40000e+01
53 -3.30000e+01
57 -3.20000e+01
750 -3.10000e+01
973 -3.00000e+01
1072 -2.90000e+01
1307 -2.80000e+01
1713 -2.60000e+01
2016 -2.50000e+01
2226 -2.40000e+01
2250 -2.30000e+01
2393 -2.20000e+01
2756 -2.10000e+01
3005 -2.00000e+01
4619 -1.90000e+01
5889 -1.80000e+01
5929 -1.70000e+01
6113 -1.60000e+01
7172 -1.50000e+01
7255 -1.40000e+01
7312 -1.30000e+01
7847 -1.20000e+01
8130 -1.10000e+01
8905 -1.00000e+01
9544 -9.00000e+00
9951 -9.00000e+00
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
11 -3.40000e+01
102 -3.30000e+01
138 -3.20000e+01
298 -3.10000e+01
599 -3.00000e+01
709 -2.90000e+01
1377 -2.80000e+01
1455 -2.70000e+01
1644 -2.60000e+01
2942 -2.50000e+01
3255 -2.40000e+01
3619 -2.30000e+01
3997 -2.20000e+01
4304 -2.10000e+01
4782 -2.00000e+01
5125 -1.90000e+01
