"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
3 -3.40000e+01
81 -3.30000e+01
84 -3.00000e+01
170 -2.90000e+01
250 -2.80000e+01
564 -2.70000e+01
627 -2.60000e+01
803 -2.50000e+01
804 -2.40000e+01
912 -2.30000e+01
948 -2.20000e+01
1026 -2.10000e+01
1211 -2.00000e+01
1275 -1.90000e+01
1318 -1.80000e+01
1333 -1.70000e+01
1412 -1.60000e+01
1434 -1.40000e+01
1502 -1.30000e+01
1744 -1.20000e+01
1768 -1.10000e+01
2028 -1.00000e+01
2237 -9.00000e+00
2391 -8.00000e+00
2488 -7.00000e+00
2590 -6.00000e+00
3036 -5.00000e+00
3336 -4.00000e+00
3379 -2.00000e+00
3759 -1.00000e+00
3926 +3.69000e+02
4863 +3.78000e+02
4920 +3.81000e+02
5921 +3.84000e+02
6004 +3.91000e+02
6076 +3.92000e+02
6502 +4.01000e+02
7056 +4.02000e+02
8948 +4.05000e+02
9991 +4.05000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
13 -3.30000e+01
65 -3.20000e+01
100 -3.10000e+01
187 -3.00000e+01
233 -2.90000e+01
263 -2.80000e+01
292 -2.70000e+01
367 -2.60000e+01
488 -2.50000e+01
664 -2.40000e+01
949 -2.30000e+01
1299 -2.20000e+01
1337 -2.10000e+01
1477 -2.00000e+01
1592 -1.90000e+01
1656 -1.80000e+01
1765 -1.70000e+01
1805 -1.60000e+01
2046 -1.50000e+01
2242 -1.40000e+01
2750 -1.30000e+01
2836 -1.20000e+01
3290 -1.10000e+01
3337 -1.00000e+01
3354 -9.00000e+00
3419 -8.00000e+00
4048 -7.00000e+00
4558 -6.00000e+00
4791 -5.00000e+00
5002 -3.00000e+00
5253 -2.00000e+00
5521 -1.00000e+00
5771 +3.51000e+02
5951 +3.56000e+02
6659 +3.64000e+02
6883 +3.65000e+02
7034 +3.71000e+02
7359 +3.74000e+02
8129 +3.84000e+02
8395 +3.85000e+02
8777 +3.89000e+02
8936 +3.90000e+02
9991 +3.90000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
100 -3.40000e+01
191 -3.30000e+01
229 -3.10000e+01
233 -3.00000e+01
255 -2.90000e+01
276 -2.80000e+01
357 -2.70000e+01
447 -2.60000e+01
461 -2.50000e+01
602 -2.40000e+01
658 -2.30000e+01
1146 -2.20000e+01
1176 -2.10000e+01
1199 -2.00000e+01
1419 -1.90000e+01
1573 -1.80000e+01
1637 -1.70000e+01
1840 -1.60000e+01
1881 -1.50000e+01
1926 -1.40000e+01
2064 -1.30000e+01
2238 -1.20000e+01
2443 -1.10000e+01
2740 -1.00000e+01
2880 -9.00000e+00
2950 -8.00000e+00
3471 -7.00000e+00
3512 -6.00000e+00
3601 -5.00000e+00
3977 -4.00000e+00
4048 -3.00000e+00
4682 -2.00000e+00
4759 -1.00000e+00
4968 +3.30000e+02
5401 +3.50000e+02
5417 +3.53000e+02
5758 +3.69000e+02
5834 +3.75000e+02
5863 +3.82000e+02
5865 +3.86000e+02
5938 +3.99000e+02
6004 +4.03000e+02
6475 +4.06000e+02
9991 +4.06000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
48 -3.40000e+01
74 -3.30000e+01
102 -3.20000e+01
336 -3.10000e+01
341 -3.00000e+01
359 -2.90000e+01
457 -2.80000e+01
568 -2.70000e+01
629 -2.60000e+01
879 -2.50000e+01
934 -2.40000e+01
984 -2.30000e+01
1059 -2.20000e+01
1079 -2.10000e+01
1113 -2.00000e+01
1141 -1.90000e+01
1152 -1.80000e+01
1360 -1.70000e+01
1811 -1.60000e+01
2687 -1.50000e+01
2689 -1.40000e+01
2945 -1.30000e+01
3046 -1.20000e+01
3520 -1.10000e+01
3563 -1.00000e+01
3816 -9.00000e+00
4127 -8.00000e+00
4305 -7.00000e+00
4308 -6.00000e+00
5048 -5.00000e+00
5924 -4.00000e+00
6016 -3.00000e+00
6929 -2.00000e+00
6969 -1.00000e+00
7067 +3.19000e+02
7225 +3.30000e+02
7403 +3.51000e+02
7448 +3.55000e+02
7715 +3.65000e+02
7762 +3.77000e+02
8474 +3.85000e+02
8857 +3.98000e+02
9389 +4.04000e+02
9991 +4.04000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
10 -3.40000e+01
58 -3.30000e+01
76 -3.20000e+01
77 -3.10000e+01
267 -3.00000e+01
345 -2.90000e+01
354 -2.80000e+01
492 -2.70000e+01
596 -2.60000e+01
612 -2.50000e+01
688 -2.40000e+01
727 -2.20000e+01
756 -2.10000e+01
902 -2.00000e+01
1270 -1.90000e+01
1370 -1.80000e+01
1408 -1.70000e+01
1483 -1.60000e+01
1955 -1.50000e+01
2221 -1.40000e+01
2309 -1.20000e+01
2447 -1.10000e+01
2898 -1.00000e+01
3092 -9.00000e+00
3614 -8.00000e+00
4459 -7.00000e+00
4716 -6.00000e+00
4989 -5.00000e+00
5062 -4.00000e+00
5214 -3.00000e+00
5281 -2.00000e+00
5951 -1.00000e+00
6468 +3.44000e+02
6698 +3.50000e+02
6787 +3.59000e+02
7060 +3.65000e+02
7496 +3.66000e+02
8352 +3.77000e+02
8539 +3.86000e+02
8566 +3.90000e+02
8904 +4.04000e+02
9218 +4.07000e+02
9870 +4.12000e+02
9991 +4.12000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
20 -3.30000e+01
66 -3.20000e+01
116 -3.10000e+01
218 -3.00000e+01
363 -2.90000e+01
500 -2.80000e+01
560 -2.70000e+01
572 -2.60000e+01
690 -2.50000e+01
745 -2.40000e+01
751 -2.30000e+01
761 -2.20000e+01
789 -2.10000e+01
791 -2.00000e+01
796 -1.90000e+01
887 -1.80000e+01
1300 -1.70000e+01
1301 -1.60000e+01
1423 -1.50000e+01
1586 -1.40000e+01
1628 -1.30000e+01
1637 -1.20000e+01
1813 -1.10000e+01
1870 -9.00000e+00
2290 -8.00000e+00
2667 -7.00000e+00
2896 -6.00000e+00
3017 -5.00000e+00
3818 -4.00000e+00
4313 -3.00000e+00
4419 -2.00000e+00
5111 -1.00000e+00
5257 +3.30000e+02
6173 +3.51000e+02
7188 +3.70000e+02
7279 +3.75000e+02
7816 +3.78000e+02
8110 +3.82000e+02
8710 +3.84000e+02
9991 +3.84000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
34 -3.40000e+01
79 -3.30000e+01
177 -3.20000e+01
311 -3.10000e+01
456 -3.00000e+01
537 -2.90000e+01
547 -2.80000e+01
589 -2.70000e+01
606 -2.60000e+01
683 -2.50000e+01
685 -2.40000e+01
911 -2.30000e+01
1082 -2.20000e+01
1322 -2.10000e+01
1507 -2.00000e+01
1552 -1.90000e+01
1642 -1.80000e+01
1700 -1.70000e+01
1801 -1.60000e+01
2298 -1.50000e+01
2406 -1.40000e+01
2410 -1.30000e+01
2489 -1.20000e+01
2750 -1.00000e+01
2950 -9.00000e+00
2951 -8.00000e+00
3223 -7.00000e+00
3449 -6.00000e+00
3762 -5.00000e+00
3940 -4.00000e+00
4274 -3.00000e+00
4369 -2.00000e+00
4546 -1.00000e+00
4802 +3.71000e+02
4916 +3.83000e+02
5041 +3.92000e+02
5767 +3.96000e+02
5991 +3.97000e+02
6754 +3.98000e+02
9610 +4.03000e+02
9991 +4.03000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
31 -3.40000e+01
88 -3.30000e+01
256 -3.20000e+01
341 -3.10000e+01
366 -3.00000e+01
373 -2.90000e+01
572 -2.70000e+01
721 -2.60000e+01
957 -2.50000e+01
1099 -2.40000e+01
1193 -2.30000e+01
1242 -2.20000e+01
1341 -2.10000e+01
1383 -2.00000e+01
1526 -1.90000e+01
1718 -1.80000e+01
1726 -1.70000e+01
1852 -1.60000e+01
1989 -1.50000e+01
2102 -1.40000e+01
2109 -1.30000e+01
2118 -1.20000e+01
2334 -1.10000e+01
2538 -1.00000e+01
2632 -9.00000e+00
