"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
12 -3.40000e+01
85 -3.30000e+01
111 -3.20000e+01
124 -3.10000e+01
150 -3.00000e+01
151 -2.90000e+01
456 -2.80000e+01
475 -2.70000e+01
638 -2.60000e+01
712 -2.40000e+01
901 -2.30000e+01
1130 -2.20000e+01
1287 -2.10000e+01
1573 -2.00000e+01
1785 -1.90000e+01
1846 -1.80000e+01
1889 -1.60000e+01
1919 -1.50000e+01
2196 -1.40000e+01
2255 -1.30000e+01
2829 -1.20000e+01
2869 -1.00000e+01
2958 -9.00000e+00
3044 -8.00000e+00
3522 -7.00000e+00
3675 -6.00000e+00
3764 -5.00000e+00
3919 -4.00000e+00
4438 -3.00000e+00
4475 -2.00000e+00
5624 -1.00000e+00
5689 +3.68000e+02
5700 +3.83000e+02
6126 +3.88000e+02
7557 +3.89000e+02
9146 +3.95000e+02
9991 +3.95000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
21 -3.40000e+01
47 -3.20000e+01
212 -3.10000e+01
217 -3.00000e+01
291 -2.90000e+01
317 -2.80000e+01
476 -2.60000e+01
649 -2.50000e+01
839 -2.40000e+01
989 -2.30000e+01
1019 -2.10000e+01
1185 -2.00000e+01
1970 -1.90000e+01
2296 -1.80000e+01
2300 -1.70000e+01
2435 -1.60000e+01
2567 -1.50000e+01
2801 -1.40000e+01
3037 -1.30000e+01
3133 -1.20000e+01
3492 -1.10000e+01
3561 -1.00000e+01
3805 -9.00000e+00
4004 -8.00000e+00
4118 -7.00000e+00
4707 -6.00000e+00
5082 -5.00000e+00
5554 -4.00000e+00
5787 -2.00000e+00
6164 -1.00000e+00
6672 +3.52000e+02
6979 +3.70000e+02
7146 +3.83000e+02
9566 +3.89000e+02
9844 +4.01000e+02
9991 +4.01000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
14 -3.40000e+01
26 -3.30000e+01
67 -3.20000e+01
284 -3.10000e+01
323 -3.00000e+01
378 -2.90000e+01
418 -2.80000e+01
659 -2.70000e+01
871 -2.60000e+01
973 -2.50000e+01
1064 -2.40000e+01
1353 -2.30000e+01
1416 -2.20000e+01
1552 -2.10000e+01
1618 -2.00000e+01
1859 -1.90000e+01
1953 -1.80000e+01
2054 -1.70000e+01
2147 -1.60000e+01
2164 -1.50000e+01
2171 -1.40000e+01
2236 -1.30000e+01
2275 -1.20000e+01
2297 -1.10000e+01
2396 -1.00000e+01
2637 -9.00000e+00
2977 -8.00000e+00
3123 -7.00000e+00
3143 -6.00000e+00
3269 -5.00000e+00
3443 -4.00000e+00
3656 -3.00000e+00
4664 -2.00000e+00
5524 -1.00000e+00
6264 +3.71000e+02
6607 +3.78000e+02
6764 +3.84000e+02
8212 +3.93000e+02
8503 +3.95000e+02
9991 +3.95000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
13 -3.40000e+01
23 -3.30000e+01
32 -3.20000e+01
74 -3.00000e+01
88 -2.90000e+01
136 -2.80000e+01
169 -2.70000e+01
192 -2.60000e+01
233 -2.50000e+01
373 -2.40000e+01
475 -2.30000e+01
663 -2.20000e+01
834 -2.10000e+01
877 -2.00000e+01
986 -1.90000e+01
1003 -1.80000e+01
1107 -1.70000e+01
1379 -1.60000e+01
1748 -1.50000e+01
2009 -1.40000e+01
2012 -1.30000e+01
2105 -1.20000e+01
2206 -1.10000e+01
2258 -1.00000e+01
2406 -9.00000e+00
2414 -8.00000e+00
2438 -7.00000e+00
2477 -6.00000e+00
2554 -5.00000e+00
3130 -4.00000e+00
3226 -3.00000e+00
3428 -2.00000e+00
3492 -1.00000e+00
3644 +3.56000e+02
4029 +3.68000e+02
4092 +3.69000e+02
4481 +3.70000e+02
5031 +3.74000e+02
6166 +3.82000e+02
6503 +3.87000e+02
6874 +3.91000e+02
7872 +4.00000e+02
8465 +4.01000e+02
8467 +4.02000e+02
9991 +4.02000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
14 -3.40000e+01
93 -3.30000e+01
122 -3.20000e+01
144 -3.10000e+01
173 -3.00000e+01
187 -2.90000e+01
241 -2.80000e+01
260 -2.70000e+01
394 -2.60000e+01
401 -2.50000e+01
459 -2.40000e+01
566 -2.30000e+01
632 -2.20000e+01
694 -2.10000e+01
768 -2.00000e+01
901 -1.90000e+01
947 -1.80000e+01
1009 -1.70000e+01
1262 -1.60000e+01
1555 -1.50000e+01
1622 -1.20000e+01
1650 -1.10000e+01
1780 -1.00000e+01
1999 -9.00000e+00
2166 -8.00000e+00
2475 -7.00000e+00
2644 -6.00000e+00
2822 -5.00000e+00
2977 -4.00000e+00
3052 -3.00000e+00
3319 -2.00000e+00
3996 -1.00000e+00
4301 +3.45000e+02
5297 +3.49000e+02
5477 +3.56000e+02
5787 +3.79000e+02
6728 +3.83000e+02
7671 +3.87000e+02
9387 +3.94000e+02
9991 +3.94000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
5 -3.40000e+01
54 -3.30000e+01
70 -3.20000e+01
84 -3.10000e+01
259 -3.00000e+01
367 -2.90000e+01
426 -2.80000e+01
497 -2.70000e+01
669 -2.60000e+01
788 -2.50000e+01
943 -2.40000e+01
957 -2.30000e+01
1254 -2.20000e+01
1540 -2.10000e+01
1553 -2.00000e+01
1740 -1.90000e+01
1948 -1.80000e+01
1969 -1.70000e+01
2067 -1.60000e+01
2093 -1.50000e+01
2290 -1.40000e+01
2381 -1.30000e+01
