"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
16 -3.30000e+01
136 -3.20000e+01
215 -3.10000e+01
294 -3.00000e+01
339 -2.90000e+01
439 -2.80000e+01
469 -2.70000e+01
657 -2.60000e+01
705 -2.50000e+01
733 -2.40000e+01
826 -2.30000e+01
905 -2.20000e+01
969 -2.10000e+01
1123 -2.00000e+01
1262 -1.90000e+01
1325 -1.80000e+01
1394 -1.70000e+01
1580 -1.60000e+01
1703 -1.50000e+01
1862 -1.40000e+01
1896 -1.30000e+01
1924 -1.20000e+01
1997 -1.10000e+01
2078 -1.00000e+01
2254 -9.00000e+00
2324 -8.00000e+00
2472 -7.00000e+00
2817 -5.00000e+00
2905 -4.00000e+00
3106 -3.00000e+00
3246 -2.00000e+00
3636 -1.00000e+00
3822 +3.64000e+02
3870 +3.75000e+02
4018 +3.81000e+02
4098 +3.84000e+02
4158 +3.88000e+02
4406 +3.89000e+02
4462 +4.01000e+02
4934 +4.03000e+02
4973 +4.08000e+02
5096 +4.10000e+02
5498 +4.14000e+02
5556 +4.19000e+02
6075 +4.20000e+02
9951 +4.20000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
12 -3.40000e+01
147 -3.30000e+01
292 -3.20000e+01
361 -3.10000e+01
443 -3.00000e+01
525 -2.90000e+01
773 -2.80000e+01
812 -2.70000e+01
891 -2.60000e+01
938 -2.50000e+01
1092 -2.40000e+01
1222 -2.30000e+01
1302 -2.20000e+01
1409 -2.10000e+01
1620 -2.00000e+01
1732 -1.90000e+01
1817 -1.80000e+01
1913 -1.70000e+01
1949 -1.60000e+01
2130 -1.50000e+01
2265 -1.40000e+01
2388 -1.30000e+01
2423 -1.20000e+01
2676 -1.10000e+01
2805 -1.00000e+01
2945 -9.00000e+00
3053 -8.00000e+00
3164 -7.00000e+00
3212 -6.00000e+00
3527 -5.00000e+00
3625 -4.00000e+00
3714 -3.00000e+00
3870 -1.00000e+00
4182 +3.30000e+02
4697 +3.37000e+02
4766 +3.52000e+02
5629 +3.67000e+02
5940 +3.78000e+02
5992 +3.81000e+02
6135 +3.88000e+02
6292 +3.93000e+02
6896 +4.02000e+02
7384 +4.05000e+02
7849 +4.06000e+02
8037 +4.07000e+02
8167 +4.20000e+02
8496 +4.22000e+02
9647 +4.23000e+02
9951 +4.23000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
22 -3.40000e+01
154 -3.30000e+01
234 -3.20000e+01
313 -3.10000e+01
347 -3.00000e+01
420 -2.90000e+01
495 -2.80000e+01
549 -2.70000e+01
710 -2.60000e+01
747 -2.50000e+01
841 -2.40000e+01
943 -2.30000e+01
991 -2.20000e+01
1202 -2.10000e+01
1299 -2.00000e+01
1431 -1.90000e+01
1539 -1.80000e+01
1784 -1.70000e+01
1869 -1.60000e+01
1955 -1.50000e+01
2067 -1.40000e+01
2310 -1.30000e+01
2331 -1.20000e+01
2442 -1.10000e+01
2778 -1.00000e+01
3066 -9.00000e+00
3223 -8.00000e+00
3344 -7.00000e+00
3549 -6.00000e+00
3907 -5.00000e+00
3989 -4.00000e+00
4293 -3.00000e+00
4589 -2.00000e+00
4922 -1.00000e+00
4970 +3.32000e+02
5265 +3.49000e+02
5414 +3.68000e+02
5650 +3.89000e+02
5974 +3.96000e+02
7224 +4.09000e+02
9352 +4.18000e+02
9734 +4.22000e+02
9951 +4.22000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
56 -3.40000e+01
134 -3.20000e+01
235 -3.10000e+01
326 -3.00000e+01
377 -2.90000e+01
530 -2.80000e+01
662 -2.60000e+01
695 -2.50000e+01
874 -2.40000e+01
1036 -2.30000e+01
1198 -2.20000e+01
1243 -2.10000e+01
1361 -2.00000e+01
1531 -1.90000e+01
1549 -1.80000e+01
1609 -1.70000e+01
1696 -1.60000e+01
1780 -1.40000e+01
2044 -1.30000e+01
2078 -1.20000e+01
2218 -1.10000e+01
2227 -1.00000e+01
2450 -9.00000e+00
2664 -8.00000e+00
2826 -7.00000e+00
3053 -6.00000e+00
3266 -5.00000e+00
3489 -4.00000e+00
3543 -3.00000e+00
3724 -2.00000e+00
4077 -1.00000e+00
4135 +3.72000e+02
4294 +3.84000e+02
4304 +3.89000e+02
4455 +3.95000e+02
4676 +4.00000e+02
5684 +4.05000e+02
6058 +4.10000e+02
6180 +4.12000e+02
6434 +4.13000e+02
7248 +4.19000e+02
7972 +4.21000e+02
9951 +4.21000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
92 -3.40000e+01
183 -3.30000e+01
350 -3.20000e+01
425 -3.10000e+01
567 -3.00000e+01
568 -2.80000e+01
673 -2.70000e+01
702 -2.60000e+01
789 -2.50000e+01
1004 -2.40000e+01
1080 -2.30000e+01
1276 -2.20000e+01
1423 -2.10000e+01
1508 -2.00000e+01
1599 -1.90000e+01
1621 -1.80000e+01
1663 -1.70000e+01
1741 -1.60000e+01
1835 -1.50000e+01
2128 -1.40000e+01
2140 -1.30000e+01
2270 -1.20000e+01
2371 -1.10000e+01
2478 -1.00000e+01
2626 -9.00000e+00
2765 -8.00000e+00
3009 -7.00000e+00
3309 -6.00000e+00
3560 -5.00000e+00
3770 -4.00000e+00
3964 -3.00000e+00
4279 -2.00000e+00
4516 -1.00000e+00
4908 +3.53000e+02
5191 +3.69000e+02
5328 +3.76000e+02
5575 +3.83000e+02
6219 +3.87000e+02
6576 +4.00000e+02
6948 +4.03000e+02
7027 +4.07000e+02
7138 +4.13000e+02
7280 +4.14000e+02
9064 +4.17000e+02
9951 +4.17000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
13 -3.40000e+01
50 -3.30000e+01
198 -3.20000e+01
213 -3.10000e+01
324 -3.00000e+01
444 -2.90000e+01
528 -2.80000e+01
584 -2.70000e+01
713 -2.60000e+01
751 -2.50000e+01
900 -2.40000e+01
913 -2.30000e+01
1014 -2.20000e+01
1054 -2.10000e+01
1236 -2.00000e+01
1311 -1.90000e+01
1368 -1.80000e+01
1561 -1.70000e+01
1629 -1.60000e+01
1647 -1.50000e+01
1733 -1.40000e+01
1826 -1.30000e+01
1979 -1.20000e+01
2054 -1.10000e+01
2147 -1.00000e+01
2203 -9.00000e+00
2355 -8.00000e+00
2471 -7.00000e+00
2592 -6.00000e+00
2649 -5.00000e+00
2839 -4.00000e+00
3111 -3.00000e+00
3310 -2.00000e+00
3466 -1.00000e+00
3780 +3.55000e+02
3811 +3.57000e+02
3939 +3.75000e+02
4213 +3.81000e+02
4713 +3.85000e+02
5510 +3.86000e+02
5653 +3.87000e+02
5949 +3.88000e+02
5960 +3.90000e+02
6017 +3.91000e+02
6317 +3.95000e+02
6532 +4.03000e+02
6738 +4.09000e+02
6757 +4.11000e+02
7039 +4.14000e+02
7309 +4.16000e+02
8183 +4.24000e+02
9951 +4.24000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
91 -3.40000e+01
152 -3.30000e+01
295 -3.20000e+01
413 -3.10000e+01
553 -3.00000e+01
842 -2.90000e+01
984 -2.80000e+01
1016 -2.70000e+01
1170 -2.60000e+01
1337 -2.50000e+01
1342 -2.40000e+01
1519 -2.30000e+01
1621 -2.20000e+01
1785 -2.10000e+01
1867 -2.00000e+01
1871 -1.90000e+01
1973 -1.80000e+01
2104 -1.70000e+01
2191 -1.60000e+01
2285 -1.50000e+01
2459 -1.40000e+01
2561 -1.30000e+01
2641 -1.20000e+01
2758 -1.10000e+01
3014 -1.00000e+01
3092 -9.00000e+00
3324 -8.00000e+00
3422 -7.00000e+00
3813 -6.00000e+00
3875 -5.00000e+00
4031 -4.00000e+00
4140 -3.00000e+00
4366 -2.00000e+00
4387 -1.00000e+00
4825 +3.68000e+02
4839 +3.70000e+02
5217 +3.75000e+02
5786 +3.86000e+02
6201 +3.91000e+02
6532 +3.92000e+02
6888 +3.96000e+02
7660 +3.97000e+02
8420 +4.01000e+02
8464 +4.06000e+02
9951 +4.06000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
9 -3.40000e+01
100 -3.30000e+01
237 -3.20000e+01
268 -3.10000e+01
345 -3.00000e+01
409 -2.90000e+01
479 -2.80000e+01
672 -2.70000e+01
729 -2.60000e+01
820 -2.50000e+01
968 -2.40000e+01
1006 -2.30000e+01
1124 -2.20000e+01
1219 -2.10000e+01
1261 -2.00000e+01
1316 -1.90000e+01
1320 -1.80000e+01
1504 -1.70000e+01
1691 -1.60000e+01
1825 -1.50000e+01
1995 -1.40000e+01
2097 -1.30000e+01
2191 -1.20000e+01
2295 -1.10000e+01
2411 -1.00000e+01
2698 -9.00000e+00
2764 -8.00000e+00
2901 -7.00000e+00
2933 -6.00000e+00
3292 -5.00000e+00
3643 -4.00000e+00
3709 -3.00000e+00
3821 -2.00000e+00
4263 -1.00000e+00
4300 +3.42000e+02
4313 +3.45000e+02
4430 +3.51000e+02
4646 +3.56000e+02
4722 +3.66000e+02
4783 +3.84000e+02
5622 +3.97000e+02
6084 +3.98000e+02
7055 +4.08000e+02
7343 +4.11000e+02
7526 +4.13000e+02
7808 +4.17000e+02
9343 +4.19000e+02
9951 +4.19000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
4 -3.40000e+01
186 -3.20000e+01
250 -3.10000e+01
308 -3.00000e+01
471 -2.90000e+01
582 -2.80000e+01
617 -2.70000e+01
640 -2.60000e+01
761 -2.50000e+01
950 -2.40000e+01
1138 -2.30000e+01
1261 -2.20000e+01
1317 -2.10000e+01
1457 -2.00000e+01
1659 -1.90000e+01
1756 -1.80000e+01
1888 -1.70000e+01
2007 -1.60000e+01
2061 -1.50000e+01
2075 -1.40000e+01
2383 -1.30000e+01
2480 -1.20000e+01
2584 -1.10000e+01
2688 -1.00000e+01
2833 -9.00000e+00
3016 -8.00000e+00
3288 -7.00000e+00
3350 -6.00000e+00
3565 -5.00000e+00
3688 -4.00000e+00
3886 -2.00000e+00
4105 -1.00000e+00
4120 +3.44000e+02
4260 +3.74000e+02
4330 +3.85000e+02
4526 +3.94000e+02
5082 +3.97000e+02
5213 +4.00000e+02
6249 +4.01000e+02
7451 +4.07000e+02
