"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
49 -3.40000e+01
70 -3.20000e+01
216 -3.10000e+01
536 -3.00000e+01
580 -2.90000e+01
788 -2.80000e+01
1111 -2.70000e+01
1550 -2.60000e+01
1622 -2.50000e+01
1911 -2.40000e+01
2049 -2.30000e+01
2060 -2.20000e+01
2235 -2.10000e+01
2381 -2.00000e+01
2385 -1.90000e+01
2588 -1.80000e+01
3147 -1.70000e+01
3464 -1.60000e+01
3581 -1.50000e+01
3711 -1.40000e+01
4351 -1.30000e+01
4582 -1.20000e+01
4889 -1.10000e+01
4941 -1.00000e+01
5291 -9.00000e+00
5941 -8.00000e+00
7037 -7.00000e+00
7311 -6.00000e+00
7638 -5.00000e+00
8657 -4.00000e+00
8693 -3.00000e+00
9667 -2.00000e+00
9981 -2.00000e+00
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
7 -3.40000e+01
89 -3.30000e+01
242 -3.20000e+01
329 -3.00000e+01
574 -2.90000e+01
578 -2.80000e+01
1048 -2.70000e+01
1298 -2.60000e+01
1334 -2.50000e+01
1724 -2.40000e+01
1761 -2.30000e+01
2112 -2.20000e+01
2254 -2.10000e+01
2593 -2.00000e+01
2700 -1.90000e+01
2772 -1.80000e+01
3272 -1.70000e+01
3676 -1.60000e+01
3821 -1.50000e+01
3988 -1.40000e+01
4081 -1.30000e+01
4426 -1.20000e+01
4619 -1.10000e+01
4672 -1.00000e+01
5653 -9.00000e+00
5697 -8.00000e+00
6114 -7.00000e+00
6171 -6.00000e+00
6312 -5.00000e+00
7064 -4.00000e+00
7493 -3.00000e+00
7598 -2.00000e+00
7700 -1.00000e+00
8835 +3.59000e+02
9205 +3.66000e+02
9981 +3.66000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
25 -3.40000e+01
289 -3.30000e+01
347 -3.20000e+01
537 -3.10000e+01
702 -3.00000e+01
868 -2.90000e+01
918 -2.80000e+01
1104 -2.70000e+01
1140 -2.60000e+01
1330 -2.50000e+01
1352 -2.40000e+01
1366 -2.30000e+01
1424 -2.20000e+01
1986 -2.10000e+01
2027 -2.00000e+01
2623 -1.90000e+01
2764 -1.80000e+01
2812 -1.70000e+01
