"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
62 -3.40000e+01
152 -3.30000e+01
627 -3.10000e+01
1033 -3.00000e+01
1436 -2.90000e+01
1472 -2.80000e+01
1970 -2.60000e+01
1989 -2.50000e+01
2064 -2.40000e+01
2477 -2.30000e+01
2548 -2.20000e+01
3885 -2.10000e+01
5252 -2.00000e+01
5488 -1.90000e+01
5617 -1.80000e+01
6318 -1.70000e+01
6565 -1.60000e+01
9446 -1.50000e+01
9642 -1.40000e+01
9951 -1.40000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
10 -3.40000e+01
135 -3.30000e+01
408 -3.20000e+01
560 -3.10000e+01
587 -3.00000e+01
1132 -2.90000e+01
1997 -2.80000e+01
2372 -2.70000e+01
2459 -2.60000e+01
2529 -2.50000e+01
2666 -2.40000e+01
2860 -2.30000e+01
3395 -2.20000e+01
3860 -2.10000e+01
5188 -2.00000e+01
5293 -1.90000e+01
5672 -1.80000e+01
5946 -1.70000e+01
6490 -1.60000e+01
6525 -1.50000e+01
6897 -1.40000e+01
7036 -1.20000e+01
8918 -1.10000e+01
9614 -1.00000e+01
9951 -1.00000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
72 -3.40000e+01
293 -3.30000e+01
302 -3.10000e+01
351 -3.00000e+01
531 -2.90000e+01
1412 -2.80000e+01
1713 -2.70000e+01
2571 -2.60000e+01
3085 -2.50000e+01
3723 -2.40000e+01
3816 -2.30000e+01
5023 -2.20000e+01
5183 -2.10000e+01
6416 -2.00000e+01
6533 -1.90000e+01
7144 -1.80000e+01
7316 -1.70000e+01
7861 -1.60000e+01
8288 -1.50000e+01
9743 -1.40000e+01
9813 -1.30000e+01
9951 -1.30000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
20 -3.40000e+01
74 -3.30000e+01
86 -3.20000e+01
386 -3.10000e+01
531 -3.00000e+01
913 -2.90000e+01
1474 -2.80000e+01
1899 -2.70000e+01
2757 -2.60000e+01
3042 -2.50000e+01
3301 -2.40000e+01
3540 -2.30000e+01
3669 -2.20000e+01
3851 -2.10000e+01
5146 -2.00000e+01
5403 -1.90000e+01
5552 -1.80000e+01
6678 -1.70000e+01
7115 -1.60000e+01
8400 -1.50000e+01
8570 -1.40000e+01
8991 -1.30000e+01
9155 -1.20000e+01
9371 -1.10000e+01
9951 -1.10000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
2 -3.40000e+01
72 -3.30000e+01
289 -3.20000e+01
410 -3.10000e+01
533 -3.00000e+01
570 -2.90000e+01
964 -2.80000e+01
1610 -2.70000e+01
2483 -2.60000e+01
2777 -2.50000e+01
2829 -2.40000e+01
2937 -2.30000e+01
3227 -2.20000e+01
3481 -2.10000e+01
4345 -2.00000e+01
5292 -1.90000e+01
6150 -1.80000e+01
7087 -1.70000e+01
8111 -1.60000e+01
8704 -1.50000e+01
9050 -1.40000e+01
9951 -1.40000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
17 -3.40000e+01
100 -3.20000e+01
358 -3.10000e+01
531 -3.00000e+01
747 -2.90000e+01
901 -2.80000e+01
967 -2.70000e+01
1125 -2.60000e+01
1179 -2.50000e+01
1207 -2.40000e+01
1748 -2.30000e+01
2194 -2.20000e+01
2284 -2.10000e+01
3000 -2.00000e+01
4057 -1.90000e+01
5094 -1.80000e+01
5250 -1.70000e+01
6872 -1.60000e+01
7694 -1.50000e+01
8289 -1.40000e+01
8499 -1.30000e+01
9951 -1.30000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
8 -3.40000e+01
188 -3.30000e+01
387 -3.20000e+01
506 -3.10000e+01
559 -3.00000e+01
1030 -2.90000e+01
1451 -2.80000e+01
1623 -2.70000e+01
2156 -2.50000e+01
2565 -2.40000e+01
3119 -2.30000e+01
3521 -2.20000e+01
3677 -2.10000e+01
3954 -2.00000e+01
4172 -1.90000e+01
4574 -1.80000e+01
4855 -1.70000e+01
4936 -1.60000e+01
4966 -1.50000e+01
7110 -1.40000e+01
7871 -1.30000e+01
7891 -1.20000e+01
8450 -1.10000e+01
9497 -1.00000e+01
9951 -1.00000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
6 -3.40000e+01
78 -3.30000e+01
265 -3.20000e+01
440 -3.10000e+01
756 -3.00000e+01
1399 -2.80000e+01
1630 -2.60000e+01
1925 -2.50000e+01
2403 -2.40000e+01
3022 -2.30000e+01
3757 -2.20000e+01
4217 -2.10000e+01
4466 -2.00000e+01
4783 -1.90000e+01
4886 -1.80000e+01
5258 -1.70000e+01
5806 -1.60000e+01
5934 -1.50000e+01
5966 -1.40000e+01
8292 -1.30000e+01
8777 -1.20000e+01
9191 -1.10000e+01
9832 -1.00000e+01
9951 -1.00000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
24 -3.40000e+01
252 -3.30000e+01
340 -3.20000e+01
543 -3.10000e+01
614 -3.00000e+01
973 -2.90000e+01
1162 -2.80000e+01
1549 -2.70000e+01
1988 -2.60000e+01
2250 -2.50000e+01
2603 -2.40000e+01
2765 -2.30000e+01
3095 -2.20000e+01
3161 -2.10000e+01
3360 -2.00000e+01
3387 -1.90000e+01
3854 -1.80000e+01
4107 -1.70000e+01
4212 -1.60000e+01
4286 -1.50000e+01
4682 -1.40000e+01
5041 -1.30000e+01
8530 -1.20000e+01
9658 -1.10000e+01
9763 -1.00000e+01
9951 -1.00000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
21 -3.40000e+01
131 -3.30000e+01
278 -3.20000e+01
383 -3.10000e+01
393 -3.00000e+01
631 -2.90000e+01
675 -2.80000e+01
719 -2.70000e+01
1671 -2.60000e+01
2700 -2.50000e+01
2749 -2.40000e+01
3012 -2.30000e+01
3064 -2.20000e+01
3143 -2.10000e+01
3281 -2.00000e+01
3373 -1.90000e+01
3848 -1.80000e+01
3889 -1.70000e+01
4556 -1.60000e+01
4757 -1.50000e+01
5628 -1.40000e+01
6968 -1.30000e+01
8427 -1.20000e+01
8862 -1.10000e+01
9010 -1.00000e+01
9951 -1.00000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
4 -3.40000e+01
340 -3.30000e+01
386 -3.20000e+01
458 -3.10000e+01
1535 -3.00000e+01
1616 -2.90000e+01
2059 -2.80000e+01
2355 -2.70000e+01
2416 -2.60000e+01
3029 -2.50000e+01
3183 -2.40000e+01
3436 -2.30000e+01
3701 -2.20000e+01
5066 -2.10000e+01
5383 -2.00000e+01
5843 -1.90000e+01
5898 -1.80000e+01
6853 -1.70000e+01
7784 -1.60000e+01
8036 -1.50000e+01
8505 -1.40000e+01
8595 -1.30000e+01
8905 -1.20000e+01
9951 -1.20000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
58 -3.40000e+01
115 -3.30000e+01
407 -3.20000e+01
716 -3.10000e+01
950 -3.00000e+01
1594 -2.90000e+01
1785 -2.80000e+01
2716 -2.70000e+01
2980 -2.60000e+01
3122 -2.50000e+01
4345 -2.40000e+01
4747 -2.30000e+01
5503 -2.20000e+01
6128 -2.10000e+01
6532 -2.00000e+01
6706 -1.90000e+01
7561 -1.80000e+01
7941 -1.70000e+01
9007 -1.60000e+01
9074 -1.50000e+01
9861 -1.40000e+01
9951 -1.40000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
9 -3.40000e+01
81 -3.30000e+01
350 -3.20000e+01
363 -3.10000e+01
439 -3.00000e+01
1116 -2.90000e+01
1404 -2.80000e+01
1658 -2.70000e+01
2415 -2.60000e+01
2543 -2.50000e+01
2570 -2.40000e+01
2620 -2.30000e+01
3649 -2.20000e+01
3773 -2.10000e+01
3793 -2.00000e+01
3956 -1.90000e+01
4757 -1.80000e+01
4762 -1.70000e+01
5527 -1.60000e+01
5616 -1.50000e+01
6064 -1.40000e+01
6220 -1.30000e+01
7727 -1.20000e+01
7862 -1.10000e+01
8217 -1.00000e+01
9100 -9.00000e+00
9252 -8.00000e+00
9951 -8.00000e+00
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
30 -3.40000e+01
163 -3.30000e+01
470 -3.20000e+01
758 -3.10000e+01
1064 -3.00000e+01
1206 -2.90000e+01
1733 -2.80000e+01
2065 -2.70000e+01
2933 -2.60000e+01
3097 -2.50000e+01
3228 -2.40000e+01
4622 -2.30000e+01
4806 -2.20000e+01
5209 -2.10000e+01
5459 -2.00000e+01
6045 -1.90000e+01
6764 -1.80000e+01
7155 -1.70000e+01
7593 -1.60000e+01
7642 -1.50000e+01
8779 -1.40000e+01
8789 -1.30000e+01
9670 -1.20000e+01
