"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
42 -3.40000e+01
87 -3.30000e+01
175 -3.20000e+01
240 -3.10000e+01
251 -3.00000e+01
284 -2.90000e+01
327 -2.80000e+01
380 -2.70000e+01
426 -2.60000e+01
429 -2.50000e+01
477 -2.40000e+01
588 -2.30000e+01
606 -2.20000e+01
679 -2.10000e+01
684 -2.00000e+01
756 -1.90000e+01
836 -1.80000e+01
975 -1.70000e+01
1038 -1.60000e+01
1105 -1.50000e+01
1155 -1.40000e+01
1233 -1.20000e+01
1291 -1.10000e+01
1406 -1.00000e+01
1518 -9.00000e+00
1524 -8.00000e+00
1653 -7.00000e+00
1753 -6.00000e+00
1908 -5.00000e+00
1956 -4.00000e+00
2170 -3.00000e+00
2273 -2.00000e+00
2409 -1.00000e+00
2472 +3.15000e+02
2526 +3.22000e+02
3010 +3.30000e+02
3162 +3.50000e+02
3249 +3.57000e+02
3848 +3.62000e+02
4074 +3.71000e+02
4719 +3.91000e+02
4999 +3.93000e+02
5626 +3.99000e+02
6147 +4.04000e+02
6453 +4.06000e+02
6976 +4.08000e+02
8610 +4.11000e+02
9133 +4.12000e+02
9981 +4.12000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
26 -3.40000e+01
92 -3.30000e+01
159 -3.20000e+01
183 -3.10000e+01
223 -3.00000e+01
266 -2.90000e+01
329 -2.80000e+01
408 -2.70000e+01
444 -2.60000e+01
449 -2.50000e+01
515 -2.30000e+01
526 -2.20000e+01
536 -2.10000e+01
594 -2.00000e+01
685 -1.90000e+01
712 -1.80000e+01
750 -1.70000e+01
777 -1.60000e+01
805 -1.50000e+01
847 -1.40000e+01
959 -1.30000e+01
1028 -1.10000e+01
1121 -1.00000e+01
1221 -9.00000e+00
1299 -8.00000e+00
1305 -7.00000e+00
1354 -6.00000e+00
1449 -5.00000e+00
1655 -4.00000e+00
1783 -3.00000e+00
1813 -2.00000e+00
2040 -1.00000e+00
2124 +3.52000e+02
2498 +3.68000e+02
2535 +3.73000e+02
2865 +3.74000e+02
3092 +3.75000e+02
3169 +3.77000e+02
3464 +3.80000e+02
3603 +3.90000e+02
3940 +3.99000e+02
4478 +4.11000e+02
4737 +4.18000e+02
9981 +4.18000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
13 -3.40000e+01
