"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
20 -3.40000e+01
189 -3.30000e+01
487 -3.20000e+01
589 -3.10000e+01
783 -3.00000e+01
983 -2.90000e+01
989 -2.80000e+01
1760 -2.70000e+01
2251 -2.60000e+01
2351 -2.50000e+01
2479 -2.40000e+01
2715 -2.30000e+01
2873 -2.20000e+01
3907 -2.10000e+01
4803 -2.00000e+01
4906 -1.90000e+01
5243 -1.80000e+01
6096 -1.70000e+01
6337 -1.60000e+01
6440 -1.50000e+01
7770 -1.40000e+01
8098 -1.30000e+01
8116 -1.20000e+01
8803 -1.10000e+01
9951 -1.10000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
82 -3.40000e+01
171 -3.30000e+01
307 -3.20000e+01
625 -3.10000e+01
755 -3.00000e+01
1088 -2.90000e+01
1222 -2.80000e+01
1377 -2.70000e+01
1530 -2.60000e+01
2353 -2.50000e+01
2409 -2.40000e+01
2820 -2.30000e+01
2889 -2.20000e+01
3247 -2.10000e+01
3427 -2.00000e+01
4141 -1.90000e+01
4234 -1.80000e+01
5224 -1.70000e+01
5559 -1.60000e+01
6190 -1.50000e+01
6219 -1.40000e+01
6359 -1.30000e+01
7087 -1.20000e+01
7554 -1.10000e+01
7756 -1.00000e+01
8128 -9.00000e+00
9029 -8.00000e+00
9708 -7.00000e+00
9951 -7.00000e+00
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
68 -3.40000e+01
135 -3.30000e+01
339 -3.20000e+01
675 -3.10000e+01
830 -3.00000e+01
858 -2.90000e+01
919 -2.80000e+01
954 -2.70000e+01
1452 -2.60000e+01
1858 -2.50000e+01
2519 -2.40000e+01
3211 -2.30000e+01
3624 -2.20000e+01
4248 -2.10000e+01
4963 -2.00000e+01
5365 -1.80000e+01
6493 -1.70000e+01
7047 -1.60000e+01
8185 -1.50000e+01
8500 -1.40000e+01
8514 -1.30000e+01
9188 -1.20000e+01
9322 -1.10000e+01
9951 -1.10000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
4 -3.30000e+01
90 -3.20000e+01
190 -3.10000e+01
450 -3.00000e+01
697 -2.90000e+01
940 -2.80000e+01
1809 -2.70000e+01
2303 -2.60000e+01
2555 -2.50000e+01
2743 -2.40000e+01
3172 -2.30000e+01
3844 -2.20000e+01
3927 -2.10000e+01
3969 -2.00000e+01
4328 -1.90000e+01
4474 -1.80000e+01
5344 -1.70000e+01
5346 -1.50000e+01
6415 -1.40000e+01
7513 -1.30000e+01
8118 -1.20000e+01
8910 -1.10000e+01
9951 -1.10000e+01
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
