"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
34 -3.40000e+01
56 -3.30000e+01
78 -3.20000e+01
365 -3.10000e+01
394 -3.00000e+01
685 -2.80000e+01
811 -2.70000e+01
906 -2.60000e+01
1013 -2.50000e+01
1021 -2.40000e+01
1178 -2.30000e+01
1404 -2.20000e+01
1405 -2.10000e+01
1561 -2.00000e+01
1715 -1.90000e+01
2223 -1.80000e+01
2230 -1.70000e+01
2696 -1.60000e+01
2938 -1.50000e+01
3190 -1.40000e+01
3593 -1.30000e+01
3829 -1.20000e+01
3865 -1.10000e+01
4435 -1.00000e+01
4451 -9.00000e+00
4457 -8.00000e+00
4478 -7.00000e+00
4969 -6.00000e+00
5034 -5.00000e+00
5472 -4.00000e+00
5766 -3.00000e+00
5887 -2.00000e+00
5932 -1.00000e+00
7643 +3.45000e+02
7942 +3.63000e+02
9409 +3.67000e+02
9981 +3.67000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
11 -3.40000e+01
157 -3.30000e+01
280 -3.20000e+01
319 -3.10000e+01
327 -3.00000e+01
345 -2.90000e+01
669 -2.80000e+01
886 -2.70000e+01
1196 -2.60000e+01
1286 -2.50000e+01
1309 -2.40000e+01
1460 -2.30000e+01
1467 -2.20000e+01
1860 -2.10000e+01
2389 -2.00000e+01
2447 -1.90000e+01
2456 -1.80000e+01
2657 -1.70000e+01
3917 -1.60000e+01
4132 -1.50000e+01
4372 -1.40000e+01
4490 -1.30000e+01
4665 -1.20000e+01
5071 -1.10000e+01
5173 -1.00000e+01
5344 -9.00000e+00
5432 -8.00000e+00
5640 -7.00000e+00
6141 -6.00000e+00
6271 -5.00000e+00
6893 -4.00000e+00
7497 -3.00000e+00
7804 -2.00000e+00
8513 -1.00000e+00
8655 +3.47000e+02
9981 +3.47000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
3 -3.40000e+01
123 -3.30000e+01
175 -3.20000e+01
224 -3.10000e+01
273 -2.90000e+01
368 -2.80000e+01
471 -2.70000e+01
533 -2.60000e+01
610 -2.50000e+01
1397 -2.40000e+01
1746 -2.30000e+01
1808 -2.20000e+01
1822 -2.10000e+01
1930 -2.00000e+01
2757 -1.90000e+01
3019 -1.80000e+01
3319 -1.70000e+01
3699 -1.60000e+01
3958 -1.50000e+01
4078 -1.40000e+01
4449 -1.30000e+01
4496 -1.20000e+01
4519 -1.10000e+01
4753 -1.00000e+01
5085 -9.00000e+00
5388 -8.00000e+00
6264 -7.00000e+00
6346 -6.00000e+00
7167 -5.00000e+00
7458 -4.00000e+00
7593 -3.00000e+00
9327 -2.00000e+00
9981 -2.00000e+00
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
49 -3.40000e+01
50 -3.30000e+01
120 -3.20000e+01
192 -3.10000e+01
218 -3.00000e+01
347 -2.90000e+01
396 -2.80000e+01
804 -2.70000e+01
1212 -2.60000e+01
1328 -2.50000e+01
1366 -2.40000e+01
1604 -2.30000e+01
1754 -2.20000e+01
1757 -2.10000e+01
2106 -2.00000e+01
2210 -1.90000e+01
2269 -1.80000e+01
2452 -1.70000e+01
2455 -1.60000e+01
2605 -1.50000e+01
2712 -1.40000e+01
3115 -1.30000e+01
4105 -1.20000e+01
4121 -1.10000e+01
4177 -1.00000e+01
4420 -9.00000e+00
4653 -7.00000e+00
4882 -6.00000e+00
4975 -5.00000e+00
7428 -4.00000e+00
8227 -3.00000e+00
9529 -2.00000e+00
9625 -1.00000e+00
9789 +3.34000e+02
9981 +3.34000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
3 -3.40000e+01
141 -3.30000e+01
202 -3.20000e+01
228 -3.10000e+01
553 -3.00000e+01
752 -2.90000e+01
1049 -2.80000e+01
1085 -2.70000e+01
1278 -2.60000e+01
1555 -2.50000e+01
1666 -2.40000e+01
1882 -2.30000e+01
1942 -2.20000e+01
2029 -2.10000e+01
2645 -2.00000e+01
3072 -1.90000e+01
3266 -1.80000e+01
