"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
3 -3.40000e+01
32 -3.30000e+01
96 -3.20000e+01
474 -3.10000e+01
616 -2.90000e+01
883 -2.80000e+01
1253 -2.70000e+01
1455 -2.60000e+01
1732 -2.50000e+01
1893 -2.40000e+01
2082 -2.30000e+01
2734 -2.20000e+01
2856 -2.10000e+01
3084 -2.00000e+01
3362 -1.90000e+01
3782 -1.80000e+01
3813 -1.60000e+01
4142 -1.50000e+01
4152 -1.40000e+01
4216 -1.30000e+01
4447 -1.20000e+01
4944 -1.10000e+01
5010 -1.00000e+01
5607 -9.00000e+00
5868 -8.00000e+00
5933 -7.00000e+00
6696 -6.00000e+00
8119 -5.00000e+00
8668 -4.00000e+00
9013 -3.00000e+00
9096 -2.00000e+00
9128 -1.00000e+00
9681 +3.42000e+02
9981 +3.42000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
4 -3.40000e+01
47 -3.30000e+01
240 -3.20000e+01
259 -3.00000e+01
320 -2.80000e+01
335 -2.70000e+01
372 -2.60000e+01
385 -2.50000e+01
502 -2.40000e+01
635 -2.30000e+01
762 -2.20000e+01
941 -2.10000e+01
1003 -2.00000e+01
1253 -1.90000e+01
1763 -1.80000e+01
1950 -1.70000e+01
2052 -1.60000e+01
2183 -1.50000e+01
2809 -1.40000e+01
3233 -1.30000e+01
3254 -1.20000e+01
3631 -1.10000e+01
3721 -1.00000e+01
4462 -9.00000e+00
4899 -8.00000e+00
6906 -7.00000e+00
7027 -6.00000e+00
7834 -5.00000e+00
8075 -3.00000e+00
9117 -2.00000e+00
9377 -1.00000e+00
9981 -1.00000e+00
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
2 -3.40000e+01
110 -3.30000e+01
169 -3.20000e+01
246 -3.10000e+01
407 -3.00000e+01
636 -2.90000e+01
734 -2.80000e+01
867 -2.70000e+01
1006 -2.60000e+01
1014 -2.50000e+01
1245 -2.40000e+01
1617 -2.30000e+01
1701 -2.20000e+01
1825 -2.10000e+01
1901 -2.00000e+01
1931 -1.90000e+01
2129 -1.80000e+01
2422 -1.70000e+01
2432 -1.60000e+01
2496 -1.50000e+01
2918 -1.40000e+01
3199 -1.30000e+01
3337 -1.20000e+01
4349 -1.10000e+01
4497 -1.00000e+01
4716 -9.00000e+00
4796 -8.00000e+00
4907 -7.00000e+00
5634 -6.00000e+00
5785 -5.00000e+00
5903 -4.00000e+00
7369 -3.00000e+00
7389 -2.00000e+00
7834 -1.00000e+00
8259 +3.36000e+02
8949 +3.46000e+02
9368 +3.50000e+02
9741 +3.51000e+02
9981 +3.51000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
2 -3.40000e+01
3 -3.30000e+01
115 -3.20000e+01
172 -3.10000e+01
607 -3.00000e+01
651 -2.90000e+01
830 -2.80000e+01
1073 -2.70000e+01
1317 -2.60000e+01
1467 -2.40000e+01
1648 -2.30000e+01
1864 -2.20000e+01
2055 -2.10000e+01
2373 -2.00000e+01
2666 -1.90000e+01
2848 -1.80000e+01
2987 -1.70000e+01
3115 -1.60000e+01
3445 -1.50000e+01
3969 -1.40000e+01
4381 -1.30000e+01
4481 -1.20000e+01
4541 -1.10000e+01
5301 -1.00000e+01
5330 -9.00000e+00
5448 -8.00000e+00
5506 -7.00000e+00
5749 -6.00000e+00
6537 -5.00000e+00
6916 -4.00000e+00
6991 -3.00000e+00
8224 -2.00000e+00
8507 -1.00000e+00
9055 +3.35000e+02
9081 +3.49000e+02
9981 +3.49000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
36 -3.40000e+01
88 -3.30000e+01
105 -3.20000e+01
179 -3.00000e+01
562 -2.90000e+01
701 -2.80000e+01
792 -2.70000e+01
1013 -2.60000e+01
1067 -2.50000e+01
1309 -2.40000e+01
1527 -2.30000e+01
1748 -2.20000e+01
2186 -2.10000e+01
2227 -2.00000e+01
2422 -1.90000e+01
2524 -1.80000e+01
2703 -1.70000e+01
3581 -1.60000e+01
3692 -1.50000e+01
3929 -1.40000e+01
3976 -1.30000e+01
4712 -1.20000e+01
4883 -1.10000e+01
5257 -1.00000e+01
5312 -9.00000e+00
5775 -8.00000e+00
6875 -7.00000e+00
6885 -6.00000e+00
7297 -5.00000e+00
7522 -4.00000e+00
8094 -3.00000e+00
9981 -3.00000e+00
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
15 -3.40000e+01
63 -3.30000e+01
133 -3.20000e+01
231 -3.10000e+01
383 -3.00000e+01
541 -2.90000e+01
680 -2.80000e+01
685 -2.70000e+01
707 -2.60000e+01
820 -2.50000e+01
915 -2.40000e+01
1440 -2.30000e+01
1547 -2.20000e+01
1759 -2.10000e+01
2103 -2.00000e+01
2193 -1.90000e+01
2201 -1.80000e+01
2215 -1.70000e+01
2594 -1.60000e+01
2796 -1.50000e+01
3052 -1.40000e+01
3515 -1.30000e+01
4109 -1.20000e+01
4439 -1.10000e+01
4492 -1.00000e+01
4936 -9.00000e+00
5073 -8.00000e+00
5155 -7.00000e+00
5370 -6.00000e+00
5458 -4.00000e+00
6493 -3.00000e+00
6626 -2.00000e+00
7608 -1.00000e+00
9161 +3.51000e+02
9233 +3.63000e+02
9981 +3.63000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
4 -3.40000e+01
39 -3.30000e+01
50 -3.20000e+01
98 -3.10000e+01
439 -3.00000e+01
566 -2.90000e+01
700 -2.80000e+01
931 -2.70000e+01
1462 -2.60000e+01
1690 -2.50000e+01
1826 -2.40000e+01
2041 -2.30000e+01
2122 -2.20000e+01
2124 -2.10000e+01
2245 -2.00000e+01
2274 -1.90000e+01
2373 -1.80000e+01
2510 -1.70000e+01
2843 -1.60000e+01
2875 -1.50000e+01
3547 -1.40000e+01
3955 -1.30000e+01
4268 -1.20000e+01
4306 -1.10000e+01
4536 -1.00000e+01
5206 -9.00000e+00
5467 -8.00000e+00
5520 -7.00000e+00
5548 -6.00000e+00
5708 -5.00000e+00
6240 -4.00000e+00
6674 -3.00000e+00
7152 -2.00000e+00
8692 -1.00000e+00
9981 -1.00000e+00
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
36 -3.40000e+01
51 -3.30000e+01
282 -3.20000e+01
368 -3.10000e+01
458 -3.00000e+01
707 -2.90000e+01
733 -2.80000e+01
879 -2.70000e+01
1098 -2.60000e+01
1115 -2.50000e+01
1374 -2.40000e+01
1506 -2.30000e+01
2300 -2.20000e+01
2795 -2.10000e+01
3086 -2.00000e+01
3253 -1.90000e+01
3285 -1.80000e+01
3345 -1.70000e+01
3355 -1.60000e+01
3648 -1.50000e+01
3951 -1.40000e+01
3999 -1.30000e+01
4058 -1.20000e+01
4094 -1.10000e+01
4402 -1.00000e+01
4426 -9.00000e+00
4583 -8.00000e+00
4705 -7.00000e+00
5280 -6.00000e+00
5820 -5.00000e+00
6155 -4.00000e+00
6225 -3.00000e+00
6608 -2.00000e+00
6953 -1.00000e+00
7831 +3.26000e+02
7908 +3.51000e+02
8812 +3.62000e+02
9607 +3.63000e+02
9981 +3.63000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
6 -3.40000e+01
69 -3.30000e+01
75 -3.20000e+01
126 -3.10000e+01
202 -3.00000e+01
293 -2.90000e+01
303 -2.80000e+01
1121 -2.60000e+01
1168 -2.50000e+01
1229 -2.40000e+01
1241 -2.30000e+01
1426 -2.20000e+01
1906 -2.10000e+01
2220 -2.00000e+01
2381 -1.90000e+01
2463 -1.80000e+01
3550 -1.70000e+01
4085 -1.60000e+01
4569 -1.50000e+01
4749 -1.40000e+01
4981 -1.30000e+01
5094 -1.20000e+01
5433 -1.10000e+01
6006 -1.00000e+01
6173 -9.00000e+00
6372 -8.00000e+00
7010 -7.00000e+00
7331 -6.00000e+00
7356 -5.00000e+00
7961 -4.00000e+00
8058 -3.00000e+00
9193 -2.00000e+00
9809 -1.00000e+00
9981 -1.00000e+00
