"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
29 -6.50000e+01
92 -6.40000e+01
133 -6.30000e+01
147 -6.20000e+01
185 -6.00000e+01
298 -5.90000e+01
340 -5.80000e+01
378 -5.70000e+01
421 -5.60000e+01
457 -5.50000e+01
513 -5.40000e+01
530 -5.30000e+01
569 -5.20000e+01
611 -5.10000e+01
613 -5.00000e+01
616 -4.90000e+01
674 -4.80000e+01
714 -4.70000e+01
721 -4.60000e+01
773 -4.50000e+01
809 -4.40000e+01
876 -4.30000e+01
897 -4.20000e+01
1027 -4.10000e+01
1046 -4.00000e+01
1135 -3.90000e+01
1175 -3.80000e+01
1195 -3.70000e+01
1235 -3.60000e+01
1251 -3.50000e+01
1424 -3.40000e+01
1556 -3.30000e+01
1613 -3.20000e+01
1730 -3.00000e+01
1746 -2.90000e+01
1804 -2.80000e+01
1839 -2.70000e+01
1851 -2.60000e+01
1920 -2.50000e+01
1943 -2.40000e+01
1953 -2.30000e+01
1966 -2.20000e+01
2062 -2.10000e+01
2198 -2.00000e+01
2239 -1.90000e+01
2356 -1.80000e+01
2381 -1.70000e+01
2791 -1.60000e+01
2836 -1.50000e+01
2904 -1.40000e+01
3163 -1.30000e+01
3598 -1.20000e+01
3619 -1.10000e+01
3701 -1.00000e+01
4042 -9.00000e+00
4087 -8.00000e+00
4112 -7.00000e+00
4151 -6.00000e+00
4526 -5.00000e+00
4692 -4.00000e+00
4799 -3.00000e+00
5041 -2.00000e+00
5325 -1.00000e+00
5401 +6.12000e+02
5745 +6.16000e+02
6640 +6.17000e+02
6808 +6.28000e+02
6881 +6.34000e+02
7857 +6.37000e+02
9659 +6.43000e+02
9991 +6.43000e+02
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
26 -6.50000e+01
88 -6.40000e+01
120 -6.30000e+01
124 -6.20000e+01
220 -6.10000e+01
238 -6.00000e+01
302 -5.90000e+01
372 -5.80000e+01
388 -5.70000e+01
439 -5.60000e+01
456 -5.50000e+01
481 -5.40000e+01
561 -5.30000e+01
568 -5.20000e+01
569 -5.10000e+01
588 -4.90000e+01
623 -4.80000e+01
652 -4.70000e+01
678 -4.60000e+01
756 -4.50000e+01
780 -4.40000e+01
810 -4.30000e+01
872 -4.20000e+01
890 -4.10000e+01
898 -4.00000e+01
967 -3.90000e+01
1001 -3.80000e+01
1122 -3.70000e+01
1237 -3.60000e+01
1280 -3.50000e+01
1342 -3.40000e+01
1346 -3.30000e+01
1463 -3.20000e+01
1522 -3.10000e+01
1631 -3.00000e+01
1663 -2.90000e+01
1825 -2.80000e+01
2088 -2.70000e+01
2187 -2.50000e+01
2260 -2.40000e+01
2301 -2.30000e+01
2381 -2.20000e+01
2412 -2.10000e+01
2501 -2.00000e+01
2548 -1.90000e+01
2678 -1.80000e+01
2755 -1.70000e+01
2831 -1.60000e+01
2905 -1.50000e+01
2948 -1.40000e+01
3063 -1.30000e+01
3226 -1.20000e+01
3493 -1.10000e+01
3511 -1.00000e+01
3742 -9.00000e+00
3957 -8.00000e+00
4064 -7.00000e+00
4088 -6.00000e+00
4155 -5.00000e+00
4415 -4.00000e+00
4454 -3.00000e+00
4891 -2.00000e+00
5886 -1.00000e+00
5966 +5.94000e+02
6644 +6.07000e+02
7189 +6.13000e+02
7436 +6.22000e+02
7511 +6.30000e+02
8434 +6.31000e+02
9763 +6.47000e+02
9792 +6.48000e+02
9903 +6.57000e+02
9991 +6.57000e+02
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
2 -6.50000e+01
19 -6.40000e+01
31 -6.30000e+01
72 -6.20000e+01
124 -6.10000e+01
