"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
2 -6.50000e+01
22 -6.40000e+01
246 -6.30000e+01
357 -6.20000e+01
746 -6.10000e+01
758 -6.00000e+01
797 -5.90000e+01
946 -5.80000e+01
1733 -5.70000e+01
2460 -5.60000e+01
2488 -5.50000e+01
2534 -5.40000e+01
2643 -5.30000e+01
2990 -5.20000e+01
3780 -5.10000e+01
4022 -5.00000e+01
4132 -4.90000e+01
4443 -4.80000e+01
4689 -4.60000e+01
5446 -4.50000e+01
5560 -4.40000e+01
5692 -4.30000e+01
5707 -4.20000e+01
5722 -4.10000e+01
5905 -4.00000e+01
6713 -3.90000e+01
6821 -3.80000e+01
8646 -3.70000e+01
9702 -3.60000e+01
9951 -3.60000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
9 -6.50000e+01
26 -6.40000e+01
405 -6.30000e+01
564 -6.20000e+01
887 -6.10000e+01
1061 -6.00000e+01
1130 -5.90000e+01
1807 -5.80000e+01
1994 -5.70000e+01
2532 -5.60000e+01
3236 -5.50000e+01
3927 -5.40000e+01
4260 -5.30000e+01
4540 -5.20000e+01
5799 -5.10000e+01
5879 -5.00000e+01
6399 -4.90000e+01
6517 -4.80000e+01
7011 -4.70000e+01
7078 -4.60000e+01
7203 -4.50000e+01
7476 -4.40000e+01
7579 -4.30000e+01
7591 -4.20000e+01
8147 -4.10000e+01
8605 -4.00000e+01
9098 -3.90000e+01
9112 -3.80000e+01
9281 -3.70000e+01
9951 -3.70000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
19 -6.50000e+01
178 -6.40000e+01
444 -6.30000e+01
506 -6.20000e+01
1084 -6.10000e+01
1407 -6.00000e+01
2540 -5.90000e+01
2741 -5.80000e+01
3166 -5.70000e+01
3625 -5.60000e+01
4231 -5.50000e+01
4808 -5.40000e+01
5220 -5.30000e+01
5523 -5.20000e+01
5890 -5.10000e+01
6764 -5.00000e+01
7346 -4.90000e+01
7421 -4.80000e+01
7575 -4.70000e+01
8354 -4.60000e+01
8876 -4.50000e+01
9865 -4.40000e+01
9951 -4.40000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
30 -6.50000e+01
82 -6.40000e+01
272 -6.30000e+01
421 -6.20000e+01
703 -6.10000e+01
842 -6.00000e+01
882 -5.90000e+01
1083 -5.80000e+01
1232 -5.70000e+01
1302 -5.60000e+01
1772 -5.50000e+01
2757 -5.40000e+01
3535 -5.30000e+01
4681 -5.20000e+01
4789 -5.10000e+01
5323 -5.00000e+01
5418 -4.80000e+01
5615 -4.70000e+01
5794 -4.60000e+01
5825 -4.50000e+01
6652 -4.40000e+01
7641 -4.30000e+01
7686 -4.20000e+01
8290 -4.10000e+01
9188 -4.00000e+01
9951 -4.00000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
4 -6.50000e+01
62 -6.40000e+01
390 -6.30000e+01
479 -6.10000e+01
527 -6.00000e+01
973 -5.90000e+01
2141 -5.80000e+01
2856 -5.70000e+01
3035 -5.60000e+01
3088 -5.50000e+01
3573 -5.40000e+01
3864 -5.30000e+01
4100 -5.20000e+01
4973 -5.10000e+01
5169 -5.00000e+01
5213 -4.90000e+01
6243 -4.70000e+01
6901 -4.60000e+01
7069 -4.50000e+01
8254 -4.40000e+01
8494 -4.30000e+01
9159 -4.20000e+01
9606 -4.10000e+01
9951 -4.10000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
43 -6.50000e+01
208 -6.40000e+01
423 -6.30000e+01
538 -6.20000e+01
582 -6.10000e+01
1734 -6.00000e+01
2141 -5.80000e+01
2539 -5.70000e+01
2885 -5.60000e+01
2897 -5.50000e+01
2965 -5.40000e+01
3042 -5.30000e+01
3655 -5.20000e+01
4543 -5.10000e+01
4567 -5.00000e+01
4650 -4.90000e+01
5017 -4.80000e+01
5087 -4.70000e+01
5243 -4.60000e+01
6115 -4.50000e+01
6240 -4.40000e+01
6617 -4.30000e+01
6774 -4.20000e+01
6925 -4.10000e+01
7292 -4.00000e+01
7539 -3.90000e+01
8444 -3.80000e+01
9208 -3.70000e+01
9763 -3.60000e+01
9951 -3.60000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
19 -6.40000e+01
137 -6.30000e+01
205 -6.20000e+01
597 -6.10000e+01
806 -6.00000e+01
1103 -5.90000e+01
1394 -5.80000e+01
1690 -5.70000e+01
3296 -5.60000e+01
3688 -5.50000e+01
3733 -5.40000e+01
4044 -5.30000e+01
4497 -5.20000e+01
4779 -5.10000e+01
4804 -5.00000e+01
4820 -4.80000e+01
4926 -4.70000e+01
6470 -4.60000e+01
6727 -4.50000e+01
7204 -4.40000e+01
7538 -4.30000e+01
7647 -4.20000e+01
8459 -4.10000e+01
9439 -4.00000e+01
9828 -3.90000e+01
9937 -3.80000e+01
9951 -3.80000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
33 -6.50000e+01
120 -6.40000e+01
311 -6.30000e+01
582 -6.20000e+01
940 -6.00000e+01
1064 -5.90000e+01
1492 -5.80000e+01
2314 -5.70000e+01
2439 -5.60000e+01
3325 -5.40000e+01
3421 -5.30000e+01
4060 -5.20000e+01
4325 -5.10000e+01
4583 -4.80000e+01
4862 -4.70000e+01
5150 -4.60000e+01
6925 -4.50000e+01
7148 -4.40000e+01
7622 -4.30000e+01
9158 -4.20000e+01
9784 -4.10000e+01
9951 -4.10000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
26 -6.50000e+01
119 -6.40000e+01
529 -6.30000e+01
855 -6.20000e+01
1258 -6.10000e+01
1492 -6.00000e+01
2141 -5.90000e+01
2542 -5.80000e+01
2687 -5.70000e+01
2974 -5.60000e+01
3253 -5.50000e+01
3985 -5.30000e+01
4818 -5.10000e+01
4953 -5.00000e+01
5397 -4.90000e+01
5537 -4.80000e+01
5891 -4.60000e+01
7436 -4.50000e+01
7477 -4.40000e+01
7690 -4.30000e+01
7797 -4.20000e+01
8057 -4.10000e+01
8358 -4.00000e+01
8505 -3.90000e+01
9951 -3.90000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
11 -6.50000e+01
68 -6.40000e+01
203 -6.30000e+01
642 -6.20000e+01
817 -6.10000e+01
1106 -6.00000e+01
1304 -5.90000e+01
1383 -5.70000e+01
1699 -5.60000e+01
2360 -5.50000e+01
2492 -5.40000e+01
2634 -5.30000e+01
3319 -5.20000e+01
3440 -5.10000e+01
3638 -5.00000e+01
4826 -4.90000e+01
4835 -4.80000e+01
5666 -4.70000e+01
7480 -4.60000e+01
7580 -4.50000e+01
7799 -4.40000e+01
8803 -4.30000e+01
8860 -4.20000e+01
9402 -4.10000e+01
9522 -4.00000e+01
9951 -4.00000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
16 -6.50000e+01
191 -6.40000e+01
215 -6.30000e+01
241 -6.20000e+01
951 -6.10000e+01
1246 -6.00000e+01
1331 -5.90000e+01
1396 -5.80000e+01
1602 -5.70000e+01
1958 -5.60000e+01
2399 -5.50000e+01
2798 -5.40000e+01
2857 -5.30000e+01
3025 -5.20000e+01
3318 -5.10000e+01
4011 -5.00000e+01
5632 -4.90000e+01
5978 -4.80000e+01
6803 -4.70000e+01
6851 -4.60000e+01
7177 -4.50000e+01
8018 -4.40000e+01
8350 -4.30000e+01
8580 -4.20000e+01
9065 -4.10000e+01
9422 -4.00000e+01
9497 -3.90000e+01
9792 -3.80000e+01
9951 -3.80000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
5 -6.50000e+01
262 -6.40000e+01
305 -6.30000e+01
535 -6.20000e+01
737 -6.10000e+01
1029 -6.00000e+01
1795 -5.80000e+01
1829 -5.70000e+01
2027 -5.60000e+01
2312 -5.50000e+01
2330 -5.40000e+01
3097 -5.30000e+01
3825 -5.20000e+01
4165 -5.10000e+01
4905 -5.00000e+01
5176 -4.90000e+01
5311 -4.80000e+01
5508 -4.70000e+01
6407 -4.60000e+01
6652 -4.50000e+01
6740 -4.40000e+01
7827 -4.30000e+01
8572 -4.20000e+01
8802 -4.10000e+01
8951 -4.00000e+01
9870 -3.90000e+01
9951 -3.90000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
11 -6.50000e+01
60 -6.40000e+01
296 -6.30000e+01
493 -6.20000e+01
543 -6.10000e+01
1040 -6.00000e+01
1874 -5.90000e+01
1977 -5.80000e+01
2296 -5.70000e+01
2481 -5.60000e+01
2622 -5.50000e+01
2859 -5.40000e+01
2968 -5.30000e+01
2999 -5.20000e+01
3301 -5.10000e+01
3432 -5.00000e+01
3465 -4.90000e+01
3601 -4.80000e+01
4444 -4.70000e+01
5371 -4.60000e+01
5954 -4.50000e+01
5966 -4.40000e+01
6230 -4.30000e+01
6970 -4.20000e+01
7105 -4.10000e+01
8313 -4.00000e+01
8906 -3.90000e+01
9021 -3.80000e+01
9219 -3.70000e+01
9353 -3.60000e+01
9360 -3.50000e+01
9667 -3.40000e+01
9728 -3.30000e+01
9951 -3.30000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
5 -6.50000e+01
105 -6.30000e+01
374 -6.10000e+01
895 -6.00000e+01
1100 -5.90000e+01
1390 -5.80000e+01
1570 -5.70000e+01
1744 -5.60000e+01
2257 -5.50000e+01
2304 -5.40000e+01
2990 -5.30000e+01
3130 -5.20000e+01
3666 -5.10000e+01
3861 -5.00000e+01
3913 -4.90000e+01
4627 -4.80000e+01
4923 -4.70000e+01
5293 -4.50000e+01
5505 -4.40000e+01
6894 -4.30000e+01
7589 -4.20000e+01
8123 -4.10000e+01
9142 -4.00000e+01
9530 -3.90000e+01
9951 -3.90000e+01
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
15 -6.50000e+01
71 -6.40000e+01
148 -6.20000e+01
1061 -6.10000e+01
1333 -6.00000e+01
1380 -5.90000e+01
1769 -5.80000e+01
2263 -5.70000e+01
2349 -5.60000e+01
2692 -5.50000e+01
3648 -5.40000e+01
4425 -5.30000e+01
4732 -5.20000e+01
5022 -5.10000e+01
5422 -5.00000e+01
5856 -4.90000e+01
5969 -4.80000e+01
6854 -4.70000e+01
7063 -4.60000e+01
7109 -4.50000e+01
7453 -4.40000e+01
7799 -4.30000e+01
8773 -4.20000e+01
9367 -4.10000e+01
