"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
73 -6.50000e+01
112 -6.40000e+01
140 -6.30000e+01
178 -6.20000e+01
230 -6.10000e+01
310 -6.00000e+01
333 -5.90000e+01
428 -5.80000e+01
482 -5.70000e+01
499 -5.60000e+01
546 -5.50000e+01
562 -5.30000e+01
584 -5.20000e+01
660 -5.10000e+01
712 -5.00000e+01
735 -4.90000e+01
743 -4.80000e+01
767 -4.70000e+01
796 -4.60000e+01
848 -4.50000e+01
876 -4.40000e+01
908 -4.30000e+01
916 -4.20000e+01
946 -4.10000e+01
1101 -4.00000e+01
1128 -3.90000e+01
1139 -3.70000e+01
1196 -3.60000e+01
1197 -3.50000e+01
1247 -3.40000e+01
1255 -3.30000e+01
1280 -3.20000e+01
1299 -3.10000e+01
1310 -3.00000e+01
1334 -2.90000e+01
1371 -2.80000e+01
1453 -2.70000e+01
1515 -2.60000e+01
1532 -2.50000e+01
1730 -2.40000e+01
1871 -2.30000e+01
1913 -2.20000e+01
1962 -2.10000e+01
1982 -2.00000e+01
2075 -1.90000e+01
2138 -1.80000e+01
2290 -1.70000e+01
2338 -1.60000e+01
2362 -1.50000e+01
2400 -1.40000e+01
2803 -1.30000e+01
2877 -1.20000e+01
3027 -1.10000e+01
3073 -1.00000e+01
3218 -9.00000e+00
3242 -8.00000e+00
3396 -7.00000e+00
3544 -6.00000e+00
3600 -5.00000e+00
3619 -4.00000e+00
3697 -3.00000e+00
3783 -2.00000e+00
3980 -1.00000e+00
4157 +5.96000e+02
4162 +6.03000e+02
4516 +6.10000e+02
4690 +6.24000e+02
5098 +6.26000e+02
5195 +6.31000e+02
6627 +6.37000e+02
7938 +6.45000e+02
9606 +6.48000e+02
10639 +6.49000e+02
11743 +6.50000e+02
11748 +6.58000e+02
13229 +6.59000e+02
13679 +6.60000e+02
14002 +6.68000e+02
17389 +6.71000e+02
24353 +6.87000e+02
69919 +6.94000e+02
99991 +6.94000e+02
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
6 -6.50000e+01
39 -6.40000e+01
67 -6.30000e+01
78 -6.20000e+01
128 -6.10000e+01
165 -6.00000e+01
175 -5.90000e+01
177 -5.80000e+01
179 -5.70000e+01
205 -5.60000e+01
266 -5.50000e+01
310 -5.40000e+01
340 -5.30000e+01
377 -5.20000e+01
437 -5.10000e+01
448 -5.00000e+01
532 -4.90000e+01
556 -4.80000e+01
598 -4.70000e+01
634 -4.60000e+01
681 -4.50000e+01
866 -4.40000e+01
954 -4.30000e+01
1035 -4.20000e+01
1037 -4.10000e+01
1057 -4.00000e+01
1079 -3.90000e+01
1099 -3.80000e+01
1132 -3.70000e+01
1290 -3.60000e+01
1315 -3.50000e+01
1325 -3.40000e+01
1339 -3.30000e+01
1343 -3.20000e+01
1477 -3.10000e+01
1490 -3.00000e+01
1565 -2.90000e+01
1703 -2.80000e+01
1791 -2.70000e+01
1929 -2.60000e+01
1933 -2.50000e+01
1966 -2.40000e+01
2001 -2.30000e+01
2051 -2.20000e+01
2152 -2.10000e+01
2181 -2.00000e+01
2229 -1.90000e+01
2291 -1.80000e+01
2305 -1.70000e+01
2330 -1.60000e+01
2541 -1.50000e+01
2753 -1.40000e+01
2878 -1.30000e+01
2941 -1.20000e+01
3060 -1.10000e+01
3101 -1.00000e+01
3108 -9.00000e+00
3271 -8.00000e+00
3291 -7.00000e+00
3540 -6.00000e+00
3612 -5.00000e+00
3647 -4.00000e+00
3717 -3.00000e+00
3939 -2.00000e+00
3983 -1.00000e+00
4265 +5.58000e+02
5038 +5.66000e+02
5535 +5.72000e+02
5897 +5.76000e+02
7000 +6.10000e+02
7593 +6.19000e+02
8431 +6.25000e+02
8528 +6.31000e+02
9348 +6.42000e+02
10315 +6.43000e+02
10747 +6.50000e+02
11895 +6.53000e+02
11951 +6.55000e+02
14386 +6.57000e+02
18141 +6.64000e+02
20994 +6.66000e+02
22997 +6.68000e+02
23001 +6.72000e+02
25224 +6.74000e+02
31522 +6.75000e+02
35167 +6.76000e+02
44193 +6.77000e+02
49618 +6.82000e+02
52113 +6.83000e+02
65166 +6.87000e+02
66955 +6.93000e+02
81426 +6.94000e+02
93901 +6.96000e+02
99991 +6.96000e+02
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
7 -6.50000e+01
10 -6.40000e+01
46 -6.30000e+01
66 -6.20000e+01
101 -6.10000e+01
140 -6.00000e+01
156 -5.90000e+01
221 -5.80000e+01
276 -5.70000e+01
331 -5.60000e+01
395 -5.50000e+01
423 -5.40000e+01
449 -5.30000e+01
492 -5.20000e+01
516 -5.10000e+01
546 -5.00000e+01
572 -4.90000e+01
588 -4.80000e+01
620 -4.70000e+01
632 -4.60000e+01
647 -4.50000e+01
656 -4.40000e+01
688 -4.30000e+01
715 -4.20000e+01
745 -4.10000e+01
793 -4.00000e+01
823 -3.90000e+01
836 -3.80000e+01
885 -3.70000e+01
920 -3.60000e+01
938 -3.50000e+01
968 -3.40000e+01
1018 -3.30000e+01
1033 -3.20000e+01
1056 -3.10000e+01
1065 -3.00000e+01
1113 -2.90000e+01
1135 -2.80000e+01
1153 -2.70000e+01
1176 -2.60000e+01
1321 -2.50000e+01
1378 -2.40000e+01
1394 -2.30000e+01
1499 -2.20000e+01
1532 -2.10000e+01
1551 -2.00000e+01
1607 -1.90000e+01
1711 -1.80000e+01
1763 -1.70000e+01
1833 -1.60000e+01
1947 -1.50000e+01
2081 -1.40000e+01
2131 -1.30000e+01
2346 -1.10000e+01
2407 -1.00000e+01
2465 -9.00000e+00
2489 -8.00000e+00
2511 -7.00000e+00
2537 -6.00000e+00
2574 -5.00000e+00
2887 -4.00000e+00
2929 -3.00000e+00
3437 -2.00000e+00
3592 -1.00000e+00
3704 +6.11000e+02
4203 +6.18000e+02
4758 +6.26000e+02
8544 +6.33000e+02
8900 +6.34000e+02
9091 +6.52000e+02
9768 +6.60000e+02
10917 +6.61000e+02
12707 +6.71000e+02
20452 +6.72000e+02
29600 +6.73000e+02
40767 +6.81000e+02
55063 +6.82000e+02
56964 +6.84000e+02
96305 +6.85000e+02
99991 +6.85000e+02
"function evaluation" "best-so-far f(x)"
1 -6.60000e+01
25 -6.50000e+01
50 -6.40000e+01
81 -6.30000e+01
83 -6.20000e+01
117 -6.10000e+01
139 -6.00000e+01
153 -5.90000e+01
175 -5.80000e+01
205 -5.70000e+01
217 -5.60000e+01
282 -5.50000e+01
316 -5.40000e+01
357 -5.30000e+01
412 -5.10000e+01
501 -5.00000e+01
536 -4.90000e+01
550 -4.80000e+01
570 -4.70000e+01
620 -4.50000e+01
697 -4.40000e+01
746 -4.30000e+01
762 -4.20000e+01
770 -4.10000e+01
793 -4.00000e+01
868 -3.90000e+01
877 -3.80000e+01
952 -3.70000e+01
979 -3.60000e+01
983 -3.50000e+01
999 -3.40000e+01
1040 -3.30000e+01
1093 -3.20000e+01
1166 -3.10000e+01
1322 -3.00000e+01
1334 -2.90000e+01
1377 -2.80000e+01
1459 -2.70000e+01
1514 -2.60000e+01
1592 -2.50000e+01
1617 -2.40000e+01
1698 -2.30000e+01
1777 -2.20000e+01
1818 -2.10000e+01
1971 -2.00000e+01
2002 -1.80000e+01
2079 -1.70000e+01
2132 -1.60000e+01
2160 -1.50000e+01
2194 -1.40000e+01
2252 -1.30000e+01
2282 -1.20000e+01
2353 -1.10000e+01
2455 -1.00000e+01
2471 -9.00000e+00
3135 -8.00000e+00
3263 -7.00000e+00
3332 -6.00000e+00
3629 -5.00000e+00
3774 -4.00000e+00
3897 -3.00000e+00
4034 -2.00000e+00
4186 -1.00000e+00
4231 +5.73000e+02
4466 +5.91000e+02
4547 +5.93000e+02
5003 +6.02000e+02
5051 +6.14000e+02
5275 +6.29000e+02
5401 +6.39000e+02
