"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
12 -3.40000e+01
33 -3.30000e+01
107 -3.20000e+01
145 -3.10000e+01
200 -3.00000e+01
232 -2.90000e+01
248 -2.80000e+01
345 -2.70000e+01
411 -2.60000e+01
451 -2.50000e+01
469 -2.40000e+01
486 -2.30000e+01
569 -2.20000e+01
628 -2.10000e+01
677 -2.00000e+01
744 -1.90000e+01
746 -1.80000e+01
779 -1.70000e+01
812 -1.60000e+01
848 -1.40000e+01
967 -1.30000e+01
996 -1.20000e+01
1081 -1.10000e+01
1127 -1.00000e+01
1142 -9.00000e+00
1293 -8.00000e+00
1330 -7.00000e+00
1361 -6.00000e+00
1495 -5.00000e+00
1508 -4.00000e+00
1686 -3.00000e+00
1996 -2.00000e+00
2061 -1.00000e+00
2136 +3.49000e+02
2157 +3.60000e+02
2615 +3.64000e+02
2839 +3.75000e+02
3148 +3.82000e+02
4040 +3.87000e+02
4116 +3.90000e+02
4133 +3.98000e+02
4259 +3.99000e+02
5399 +4.00000e+02
5673 +4.07000e+02
5712 +4.09000e+02
6749 +4.14000e+02
11670 +4.15000e+02
11759 +4.17000e+02
11858 +4.19000e+02
12103 +4.21000e+02
15642 +4.22000e+02
19270 +4.26000e+02
19375 +4.27000e+02
21381 +4.28000e+02
33931 +4.30000e+02
62973 +4.31000e+02
78211 +4.32000e+02
97495 +4.34000e+02
99991 +4.34000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
27 -3.40000e+01
51 -3.30000e+01
66 -3.20000e+01
99 -3.10000e+01
132 -3.00000e+01
162 -2.90000e+01
199 -2.80000e+01
268 -2.70000e+01
311 -2.60000e+01
332 -2.50000e+01
508 -2.40000e+01
542 -2.30000e+01
611 -2.20000e+01
671 -2.10000e+01
776 -2.00000e+01
862 -1.90000e+01
953 -1.80000e+01
1078 -1.70000e+01
1156 -1.60000e+01
1231 -1.50000e+01
1240 -1.40000e+01
1256 -1.30000e+01
1352 -1.20000e+01
1679 -1.10000e+01
1713 -1.00000e+01
1859 -9.00000e+00
2020 -8.00000e+00
2022 -7.00000e+00
2122 -6.00000e+00
2136 -5.00000e+00
2182 -4.00000e+00
2196 -3.00000e+00
2201 -2.00000e+00
2280 -1.00000e+00
2597 +3.55000e+02
2867 +3.72000e+02
3258 +3.75000e+02
3302 +3.76000e+02
4087 +3.77000e+02
4306 +3.79000e+02
4756 +3.91000e+02
4768 +4.02000e+02
4910 +4.07000e+02
5025 +4.14000e+02
6884 +4.15000e+02
8033 +4.17000e+02
9053 +4.24000e+02
12220 +4.25000e+02
12944 +4.26000e+02
22345 +4.27000e+02
25055 +4.28000e+02
31120 +4.29000e+02
51320 +4.31000e+02
99991 +4.31000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
20 -3.40000e+01
21 -3.30000e+01
51 -3.20000e+01
133 -3.10000e+01
175 -3.00000e+01
179 -2.90000e+01
208 -2.80000e+01
220 -2.70000e+01
271 -2.50000e+01
296 -2.40000e+01
322 -2.30000e+01
338 -2.20000e+01
399 -2.10000e+01
408 -2.00000e+01
427 -1.90000e+01
453 -1.80000e+01
490 -1.70000e+01
525 -1.60000e+01
545 -1.50000e+01
612 -1.40000e+01
632 -1.30000e+01
683 -1.20000e+01
694 -1.10000e+01
776 -1.00000e+01
871 -9.00000e+00
895 -8.00000e+00
925 -7.00000e+00
1035 -6.00000e+00
1099 -5.00000e+00
1149 -4.00000e+00
1329 -3.00000e+00
1428 -2.00000e+00
1587 -1.00000e+00
1628 +3.69000e+02
1685 +3.75000e+02
1948 +3.88000e+02
2194 +3.89000e+02
2392 +3.91000e+02
2430 +4.00000e+02
2507 +4.07000e+02
4491 +4.09000e+02
4924 +4.14000e+02
5469 +4.16000e+02
10564 +4.17000e+02
12597 +4.18000e+02
20547 +4.19000e+02
25086 +4.20000e+02
27366 +4.21000e+02
27594 +4.22000e+02
28654 +4.25000e+02
36772 +4.26000e+02
50304 +4.27000e+02
51386 +4.29000e+02
78623 +4.30000e+02
78924 +4.32000e+02
99991 +4.32000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
25 -3.40000e+01
62 -3.30000e+01
123 -3.20000e+01
198 -3.10000e+01
205 -3.00000e+01
232 -2.90000e+01
267 -2.80000e+01
270 -2.70000e+01
352 -2.60000e+01
376 -2.50000e+01
396 -2.40000e+01
410 -2.30000e+01
437 -2.20000e+01
472 -2.10000e+01
488 -2.00000e+01
517 -1.90000e+01
553 -1.80000e+01
677 -1.70000e+01
736 -1.60000e+01
759 -1.50000e+01
878 -1.40000e+01
879 -1.30000e+01
999 -1.20000e+01
1022 -1.10000e+01
1046 -1.00000e+01
1074 -9.00000e+00
1116 -8.00000e+00
1214 -7.00000e+00
1304 -6.00000e+00
1326 -5.00000e+00
1442 -4.00000e+00
1466 -3.00000e+00
1510 -2.00000e+00
1542 -1.00000e+00
1772 +3.69000e+02
1975 +3.87000e+02
2431 +3.89000e+02
2469 +3.90000e+02
2864 +3.91000e+02
2986 +3.99000e+02
3312 +4.00000e+02
3645 +4.12000e+02
5520 +4.14000e+02
5570 +4.17000e+02
7700 +4.18000e+02
7843 +4.21000e+02
11277 +4.23000e+02
19418 +4.25000e+02
19662 +4.26000e+02
19709 +4.27000e+02
26516 +4.29000e+02
26750 +4.30000e+02
29917 +4.32000e+02
99991 +4.32000e+02
"function evaluation" "best-so-far f(x)"
1 -3.50000e+01
50 -3.40000e+01
