"function evaluation" "best-so-far f(x)"
1 -4.90000e+01
38 -4.80000e+01
111 -4.70000e+01
170 -4.60000e+01
575 -4.50000e+01
1030 -4.40000e+01
1460 -4.30000e+01
1675 -4.20000e+01
2142 -4.10000e+01
2485 -4.00000e+01
2870 -3.90000e+01
3094 -3.80000e+01
3328 -3.70000e+01
3591 -3.60000e+01
3771 -3.50000e+01
4478 -3.40000e+01
4740 -3.30000e+01
6409 -3.20000e+01
7153 -3.10000e+01
7408 -3.00000e+01
8029 -2.90000e+01
8058 -2.80000e+01
9383 -2.70000e+01
9634 -2.60000e+01
9951 -2.60000e+01
"function evaluation" "best-so-far f(x)"
1 -4.90000e+01
45 -4.80000e+01
337 -4.70000e+01
558 -4.60000e+01
664 -4.50000e+01
846 -4.40000e+01
1239 -4.30000e+01
1508 -4.20000e+01
1736 -4.10000e+01
1822 -4.00000e+01
2393 -3.90000e+01
2505 -3.80000e+01
3433 -3.70000e+01
3462 -3.60000e+01
4267 -3.50000e+01
5361 -3.40000e+01
6011 -3.30000e+01
6058 -3.20000e+01
7293 -3.10000e+01
7447 -3.00000e+01
8126 -2.90000e+01
8611 -2.80000e+01
9951 -2.80000e+01
"function evaluation" "best-so-far f(x)"
1 -4.90000e+01
38 -4.80000e+01
182 -4.70000e+01
369 -4.60000e+01
586 -4.50000e+01
1132 -4.40000e+01
1256 -4.30000e+01
1488 -4.20000e+01
1507 -4.10000e+01
1985 -4.00000e+01
2034 -3.90000e+01
2366 -3.80000e+01
2892 -3.70000e+01
3731 -3.60000e+01
3896 -3.50000e+01
3956 -3.40000e+01
4252 -3.30000e+01
5867 -3.20000e+01
6279 -3.10000e+01
7375 -3.00000e+01
7819 -2.90000e+01
8856 -2.80000e+01
8924 -2.70000e+01
9151 -2.60000e+01
9473 -2.50000e+01
9530 -2.40000e+01
9617 -2.30000e+01
9951 -2.30000e+01
"function evaluation" "best-so-far f(x)"
1 -4.90000e+01
2 -4.80000e+01
50 -4.70000e+01
