"function evaluation" "best-so-far f(x)"
1 -4.90000e+01
55 -4.80000e+01
68 -4.70000e+01
120 -4.60000e+01
146 -4.50000e+01
298 -4.40000e+01
333 -4.30000e+01
620 -4.20000e+01
653 -4.10000e+01
704 -4.00000e+01
784 -3.90000e+01
788 -3.80000e+01
821 -3.70000e+01
837 -3.60000e+01
909 -3.50000e+01
946 -3.40000e+01
1031 -3.30000e+01
1078 -3.20000e+01
1160 -3.10000e+01
1393 -3.00000e+01
1405 -2.90000e+01
1450 -2.80000e+01
1627 -2.70000e+01
1660 -2.60000e+01
1827 -2.50000e+01
2346 -2.40000e+01
2422 -2.30000e+01
2479 -2.20000e+01
2497 -2.10000e+01
2670 -2.00000e+01
2984 -1.90000e+01
3071 -1.80000e+01
3097 -1.70000e+01
3444 -1.60000e+01
3722 -1.50000e+01
4187 -1.40000e+01
4245 -1.30000e+01
4472 -1.20000e+01
5129 -1.10000e+01
5333 -1.00000e+01
5452 -9.00000e+00
5718 -8.00000e+00
5746 -7.00000e+00
6096 -6.00000e+00
6146 -5.00000e+00
7106 -4.00000e+00
7753 -3.00000e+00
7789 -2.00000e+00
7976 -1.00000e+00
8063 +4.74000e+02
8450 +4.91000e+02
8966 +4.95000e+02
9769 +5.08000e+02
9991 +5.08000e+02
"function evaluation" "best-so-far f(x)"
1 -4.90000e+01
22 -4.80000e+01
133 -4.70000e+01
140 -4.60000e+01
270 -4.50000e+01
330 -4.40000e+01
481 -4.30000e+01
484 -4.20000e+01
497 -4.10000e+01
615 -3.90000e+01
813 -3.80000e+01
862 -3.70000e+01
1001 -3.60000e+01
1002 -3.50000e+01
1047 -3.40000e+01
1223 -3.30000e+01
1285 -3.20000e+01
1359 -3.10000e+01
1499 -3.00000e+01
1688 -2.90000e+01
1892 -2.80000e+01
1929 -2.70000e+01
2037 -2.60000e+01
2053 -2.50000e+01
2200 -2.40000e+01
2316 -2.30000e+01
2667 -2.20000e+01
2749 -2.10000e+01
3146 -2.00000e+01
3526 -1.90000e+01
3640 -1.80000e+01
3657 -1.70000e+01
3938 -1.60000e+01
3999 -1.50000e+01
4013 -1.40000e+01
4313 -1.30000e+01
4422 -1.20000e+01
4423 -1.10000e+01
4783 -1.00000e+01
5186 -9.00000e+00
5294 -8.00000e+00
5705 -7.00000e+00
7278 -6.00000e+00
7453 -5.00000e+00
8923 -4.00000e+00
8931 -3.00000e+00
8947 -2.00000e+00
9255 -1.00000e+00
9756 +4.48000e+02
9970 +4.59000e+02
9991 +4.59000e+02
"function evaluation" "best-so-far f(x)"
1 -4.90000e+01
13 -4.80000e+01
243 -4.70000e+01
300 -4.60000e+01
362 -4.50000e+01
515 -4.40000e+01
579 -4.30000e+01
601 -4.20000e+01
631 -4.10000e+01
704 -4.00000e+01
801 -3.90000e+01
835 -3.80000e+01
1001 -3.70000e+01
1037 -3.60000e+01
1072 -3.50000e+01
1142 -3.40000e+01
1161 -3.30000e+01
1183 -3.20000e+01
1251 -3.00000e+01
1285 -2.90000e+01
1417 -2.80000e+01
1487 -2.70000e+01
1670 -2.60000e+01
1681 -2.50000e+01
1838 -2.40000e+01
1854 -2.30000e+01
1963 -2.20000e+01
2095 -2.10000e+01
2293 -2.00000e+01
2432 -1.90000e+01
2574 -1.80000e+01
2921 -1.70000e+01
3138 -1.60000e+01
3299 -1.50000e+01
3341 -1.40000e+01
3478 -1.30000e+01
3726 -1.20000e+01
3849 -1.10000e+01
3945 -1.00000e+01
4545 -9.00000e+00
4642 -8.00000e+00
4681 -7.00000e+00
4720 -6.00000e+00
5474 -5.00000e+00
7339 -4.00000e+00
7927 -3.00000e+00
8011 -2.00000e+00
8110 -1.00000e+00
8823 +4.85000e+02
9550 +5.16000e+02
9991 +5.16000e+02
"function evaluation" "best-so-far f(x)"
1 -4.90000e+01
9 -4.80000e+01
54 -4.70000e+01
74 -4.60000e+01
157 -4.50000e+01
194 -4.40000e+01
225 -4.20000e+01
234 -4.10000e+01
249 -4.00000e+01
271 -3.90000e+01
377 -3.80000e+01
386 -3.70000e+01
548 -3.60000e+01
646 -3.50000e+01
730 -3.40000e+01
731 -3.30000e+01
813 -3.20000e+01
1042 -3.10000e+01
1088 -3.00000e+01
1148 -2.90000e+01
1183 -2.80000e+01
1221 -2.70000e+01
1454 -2.60000e+01
1551 -2.50000e+01
1698 -2.40000e+01
1712 -2.30000e+01
2169 -2.20000e+01
2421 -2.10000e+01
2711 -2.00000e+01
2794 -1.90000e+01
2871 -1.80000e+01
3457 -1.70000e+01
3469 -1.60000e+01
3647 -1.50000e+01
4157 -1.40000e+01
4259 -1.30000e+01
4644 -1.20000e+01
4660 -1.10000e+01
4977 -1.00000e+01
5664 -9.00000e+00
5956 -8.00000e+00
5974 -7.00000e+00
6216 -6.00000e+00
6287 -5.00000e+00
6349 -4.00000e+00
6929 -3.00000e+00
7678 -2.00000e+00
7736 -1.00000e+00
8139 +5.01000e+02
9991 +5.01000e+02
"function evaluation" "best-so-far f(x)"
1 -4.90000e+01
23 -4.80000e+01
110 -4.70000e+01
227 -4.60000e+01
306 -4.50000e+01
410 -4.40000e+01
462 -4.30000e+01
558 -4.20000e+01
595 -4.10000e+01
739 -4.00000e+01
749 -3.90000e+01
884 -3.80000e+01
1099 -3.70000e+01
1125 -3.60000e+01
1166 -3.50000e+01
1188 -3.40000e+01
1404 -3.30000e+01
1643 -3.20000e+01
1688 -3.10000e+01
1756 -3.00000e+01
1782 -2.80000e+01
2028 -2.70000e+01
2038 -2.60000e+01
2052 -2.50000e+01
2185 -2.40000e+01
2188 -2.30000e+01
2252 -2.20000e+01
2281 -2.10000e+01
2514 -2.00000e+01
2543 -1.90000e+01
2737 -1.80000e+01
2894 -1.70000e+01
2944 -1.60000e+01
2950 -1.50000e+01
3226 -1.40000e+01
4018 -1.30000e+01
4029 -1.20000e+01
4443 -1.10000e+01
4701 -1.00000e+01
4809 -9.00000e+00
5014 -8.00000e+00
