"function evaluation" "best-so-far f(x)"
1 -4.90000e+01
19 -4.80000e+01
73 -4.70000e+01
201 -4.60000e+01
417 -4.50000e+01
537 -4.40000e+01
718 -4.30000e+01
867 -4.10000e+01
1043 -4.00000e+01
1412 -3.90000e+01
1746 -3.80000e+01
1826 -3.70000e+01
1832 -3.60000e+01
2202 -3.50000e+01
3276 -3.40000e+01
3319 -3.30000e+01
3674 -3.20000e+01
4083 -3.10000e+01
4448 -3.00000e+01
4487 -2.90000e+01
4826 -2.80000e+01
4950 -2.70000e+01
5680 -2.60000e+01
5736 -2.50000e+01
5981 -2.40000e+01
6055 -2.30000e+01
6387 -2.20000e+01
6791 -2.10000e+01
6875 -2.00000e+01
7850 -1.90000e+01
8371 -1.80000e+01
8409 -1.70000e+01
9007 -1.60000e+01
9398 -1.50000e+01
9761 -1.40000e+01
9940 -1.30000e+01
9981 -1.30000e+01
"function evaluation" "best-so-far f(x)"
1 -4.90000e+01
36 -4.80000e+01
140 -4.70000e+01
189 -4.60000e+01
268 -4.50000e+01
337 -4.40000e+01
543 -4.30000e+01
773 -4.20000e+01
895 -4.10000e+01
1063 -4.00000e+01
1156 -3.90000e+01
1196 -3.80000e+01
1212 -3.70000e+01
1473 -3.60000e+01
1980 -3.50000e+01
2085 -3.40000e+01
2144 -3.30000e+01
2271 -3.20000e+01
2317 -3.10000e+01
2385 -3.00000e+01
2432 -2.90000e+01
2494 -2.80000e+01
2590 -2.70000e+01
2647 -2.60000e+01
3007 -2.50000e+01
3261 -2.40000e+01
3603 -2.30000e+01
3609 -2.20000e+01
3704 -2.10000e+01
4092 -2.00000e+01
4329 -1.90000e+01
4376 -1.80000e+01
4579 -1.70000e+01
4916 -1.50000e+01
5330 -1.40000e+01
5894 -1.30000e+01
7921 -1.20000e+01
8909 -1.10000e+01
9437 -1.00000e+01
9981 -1.00000e+01
"function evaluation" "best-so-far f(x)"
1 -4.90000e+01
2 -4.80000e+01
50 -4.70000e+01
103 -4.60000e+01
257 -4.50000e+01
561 -4.40000e+01
703 -4.30000e+01
815 -4.20000e+01
1169 -4.10000e+01
1216 -4.00000e+01
1303 -3.90000e+01
1355 -3.80000e+01
1429 -3.70000e+01
1438 -3.60000e+01
1530 -3.50000e+01
1673 -3.40000e+01
1970 -3.30000e+01
2210 -3.20000e+01
2779 -3.10000e+01
2806 -3.00000e+01
2884 -2.90000e+01
3060 -2.80000e+01
3129 -2.70000e+01
